text,index,speaker,date,title
"As we think about reform of the bank regulatory framework, including changes designed to maintain a robust and responsive approach, what are the principles that should guide our thinking? What lessons should we take from past financial crises in terms of the causality and related bank management and supervisory lessons learned? Were those reforms responsive, successful, and durable over time? When we consider the Federal Reserve's operational infrastructure, including Fedwire® and discount window lending, were its tools effective and complementary to other funding sources (including Federal Home Loan Bank (FHLB) funding) during times of stress, and if not, how could they be improved?",3,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"My hope is that in discussing these issues we can develop a better and deeper understanding about sources of bank funding, financial stability, and the future of the banking system. This complex set of issues can be open to interpretation, and as a result, can lead policymakers to different policy prescriptions for how to make the banking system more resilient, and the regulatory response to financial stress more effective.",4,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Conversations like those that we are having today and tomorrow can help us find consensus both in identifying the risks to the financial system and coming to agreement on policy reforms to address them, if needed. As the discussions continue following this conference, it is essential that we include the experience and perspective of state bank commissioners. I look forward to the opportunity to engage with them more fully on these issues. As a former bank commissioner, I greatly value this perspective.",5,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
I am hopeful that all of these conversations can help us to understand differing perspectives and enable us to examine the full extent of the underlying issues before we implement reforms that do not address identified problems or do not adequately consider the underlying risks and unintended consequences.,6,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"When I think about regulatory reform and the future of the banking system, I begin with the foundational elements that promote accountability in banking regulation: a deep understanding of the banking system; a thorough analysis of the underlying facts; a careful identification of how elements of the banking system interact and perform over time, especially during stress; and a commitment to take ownership of identified problems with targeted reforms that are commensurate with the underlying risks.",7,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"These same elements should be the foundational elements of any reform agenda. They should apply not just to changes that I will call ""responsive"" changesâthose designed to mitigate the risks exposed during the spring 2023 banking stressâbut also to any other contemplated reforms of the bank regulatory framework. If we approach this task with humility and with full accountability of unintended consequences, I expect that we will find opportunities in a number of areas. These involve not only imposing new requirements and expectations on individual banks, but also opportunities to remediate deficiencies and overlapping requirements within the regulatory framework. Both approaches may be equally effective in enhancing the resilience of the banking system and promoting U.S. financial stability.",8,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"In my remarks this evening, I will reflect on these elements, as I share my views on the Fed's lender of last resort function, payments infrastructure, supervision, and regulation.",9,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Lender of Last Resort and Payments Infrastructure
As part of the reform agenda, we must consider how to operationally enhance and optimize tools like the discount window to meet banking system liquidity needs more effectively. This must include ensuring the payments infrastructure that supports bank funding mechanisms is equipped to operate not just during business-as-usual conditions, but especially during stress events. Last year's banking stress clearly demonstrated the need for reforms and updates, but these issues existed long before the bank failures. Some banks encountered frictions in using the discount window that made it less effective, and these frictions potentially exacerbated the stress that some institutions experienced. Limits on the availability of payments services, including Fedwire, may also have interfered with the ability to effectively manage bank liquidity. These issues require a careful and impartial review to understand the facts, particularly if we base reform efforts on the recent events.",10,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Addressing operational readiness
Maintenance of existing infrastructure is an often overlooked and sometimes thankless job. When the payments infrastructure works ""well enough,"" as it seemed to do in the lead-up to the spring banking stress, it is easy to take for granted that it will work during times of stress. However, this is an area where we must become more vigilant and avoid complacency.",11,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"We know that SVB experienced difficulties in accessing discount window loans before its failure. Certainly, there are ways in which the Fed can enhance the technology, the operational readiness, and the services underpinning discount window loans and payment services to ensure that they are available when needed. On this front, I would note that the Federal Reserve recently published a proposal to expand the operating hours of the Fedwire Funds Service and the National Settlement Service (NSS), to operate 22 hours per day, 7 days per week, on a year-round basis. The proposal also requested feedback on whether the discount window should operate during these same expanded hours. The comment period remains open on this proposal, but this seems like it would be a critical improvement, and one that would be responsive to identified shortcomings.",12,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Other changes are also needed to bring payment services and discount window lending into the 21st century, including modernizing the technology banks use to request loans electronically rather than relying upon a person to answer a telephone call, ensuring that collateral can move freely from the bank or FHLB to the Reserve Bank when needed, and identifying and reducing other areas of friction that banks experience in the use of the discount window. Operational improvementsâincluding technology enhancements and investmentsâand improving operational readiness within the Federal Reserve System, should underpin any approach to improvements.",13,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Bank liquidity sources
A critical component of the current reform agenda focuses on the ongoing evolution of bank funding and liquidity sources and mechanisms. Of course, any discussion about the discount window would be incomplete without considering these sources and mechanisms. The discount window is a critical tool, but it does not operate in isolation. It is also intended to be a source of liquidity as a last resort and at a penalty rate, not as a primary funding resource in the normal course of business at a market rate.",14,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"While discount window lending can support bank liquidity, it is best thought of as an additional resource in the federal safety net that allows eligible institutions to weather disruptions in liquidity markets and access other resources. Banks have a range of options to manage liquidity needs during business-as-usual operations and during times of stress, including repo markets and FHLB advances. Within this framework, the discount window operates as a backup liquidity authority, a ""last resort"" for funding needs. In evaluating the bank liquidity framework, it is imperative that we consider and understand the interrelationships among these resources, liquidity requirements and regulations, and bank liquidity planning.",15,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"These resources are complementary, so they must be thought about holistically when discussing and seriously considering changes to requirements. Yet, discussions about reforms are often approached in a piecemeal way.",16,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Some policymakers have stated that a potential response to the 2023 banking stress would be to require banks to preposition collateral at the Fed's discount window. The notion is that by forcing banks to preposition collateral in this way, banks will have a ready pool of liquidity to draw from during times of stress. This compulsory requirement to preposition collateral, it is argued, could also mitigate some of the stigma associated with using the discount window, and thereby improve its effectiveness.",17,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"So, we must also ask if the perceived stigma of taking loans from the discount window will be mitigated by requirements to preposition collateral. If the stigma of receiving a discount window loan continues to impede the effectiveness of the Fed serving as a lender of last resort, we must consider other ways to address these stigma concerns. There is no reason for a bank to take a loan at a penalty rate or preposition collateral during periods of calm if the discount window operates effectively and communicates with banks on a regular basis. If the issue is that the window does not operate in an effective manner, requirements to use it will not succeed. Investments must be made to address its operational shortcomings.",18,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Some reforms, like encouraging bank readiness to borrow from the discount window if that is part of their contingency funding plans, could be explored more thoroughly. If a bank includes the discount window in these plans and intends to use it during stress, the bank should be prepared to do so. But if we are honest, we recognize that our prior efforts to reduce discount window stigma, as during the COVID period, have not been durable or successful.",19,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"There are a number of reasons a bank could choose to borrow from the discount window, including market disruptions in liquidity access or a scarcity in the total amount of reserves in the banking system and a specific borrower's growing financial stress. To access primary discount window credit, a borrower must meet financial standards for borrowing. In some ways, these financial requirements to access primary credit suggest that an important ""market signal"" of discount window borrowing is related to a market liquidity disruption and may be less of a signal about any individual institution's financial condition. But discount window lending is an additional data point for the market and may be read as a sign of financial distress. This possible interpretation alone may be enough to deter usage of the discount window.",20,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"As we consider the future of the discount window, we should explore ways to validate the use of discount window lending in our regulatory framework. For example, are there ways to better recognize discount window borrowing capacity in our assessment of a firm's liquidity resources, for example in calculating a firm's compliance with the Liquidity Coverage Ratio?",21,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"As the resources available for bank funding continue to evolve, including the Federal Housing Finance Administration's (FHFA) active consideration of reforms to FHLB lending standards, we see direct impacts on access to liquidity. Even though the comment period for these changes just concluded on July 15, these significant shifts are already affecting how FHLB members will need to plan to use FHLB advances for liquidity funding.",22,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Making regulatory changes to liquidity requirements while the FHFA is shifting FHLB funding prioritization for its members leads to several questions that would need to be answered before engaging in prudent policy-making. How would required collateral prepositioning at the discount window affect the availability or amount of FHLB advances that a bank can rely on for funding purposes? More broadly speaking, how will any requirement to preposition collateral at the discount window affect the availability and use of other funding resources or the day-to-day liquidity management practices of banks? A better approach would be to recognize and understand how the FHLBs support bank liquidity and work together with each FHLB through the Reserve Banks in advance of a bank stress to ensure that mechanisms are in place to facilitate the transfer of collateral to the discount window, and that the Reserve Banks have the appropriate seniority over such collateral. A practical and pragmatic approach will work to preserve the stability of the banking system much more effectively than disrupting the bank liquidity operations of the FHLB system that have been in place since the 1930s.",23,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"When it comes to the next steps in liquidity reform, I think it is imperative that we tackle known and identified issues that were exposed during the banking stress in the spring of 2023. This must include updating discount window operations and technology and making sure that payment services are available when needed. But for other reforms, a number of important questions remain unanswered, including understanding both where there are frictions and weaknesses in the current bank funding landscape, and what the potential impact (including intended and unintended consequences) of these reforms on the banking industry could be.",24,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Reform of Supervision
Banking regulators play a vital role in promoting the safe and sound operation of individual banks and the stability of the U.S. financial system. These statutory responsibilities require banking regulators to ensure that banks are held to high standards: bank regulators enforce regulation to promote safety and soundness, engage in periodic examinations of banks and their holding companies, and require periodic reporting by regulated institutions. When a bank fails to meet these high standards, supervisory action can be taken to force remediation or, in some cases, impose an enforcement action that includes a civil money penalty.",25,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Last year's banking stress highlighted the need for improvements in bank supervision, with several notable failures to identify and appropriately escalate issues during the examination process. Supervision that is not focused on core risks erodes the resiliency in the banking system. Bank failures and losses to the deposit insurance fund certainly demand attention, review, and accountability, but the underlying issues suggest we need to ensure that supervision works appropriately over time.",26,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Many of the reforms targeted in this conference address broader structural concernsâlike imposing sweeping new regulatory reforms, or broad changes to laws like those governing deposit insurance. I applaud the engagement on these issues, but often the most effective regulatory tool is supervision. Effective supervision requires transparency in expectations and an approach that incorporates remediating deficiencies as a part of meeting those expectations.",27,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Many of the risks identified during last year's banking stress did not involve novel or unique risks. Addressing concentration risk, interest rate risk, and liquidity risk are all key risks that have long been elements deemed critical for effective supervision in bank examinations. These risks are known to create significant vulnerabilities and can be fatal to individual institutions if not managed appropriately over time.",28,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"It is clear in the case of SVB that these risks were not managed appropriately. Bank regulators and supervisors also failed to sufficiently identify and prioritize the appropriate risks. Instead, the focus was on broader, qualitative, and process- and policy-oriented risks. Ultimately, both the bank's management and examiners failed to appropriately emphasize these key issues.",29,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"An important step in the reform agendaâand one of the most effective reforms to build resilience against future banking stressâis to improve the prioritization of safety and soundness in the examination process, ensuring a careful focus on core financial risks. In my mind, successful prioritization involves increased transparency of expectations and a renewed focus on core financial risks. This includes avoiding issues that are only tangential to statutory mandates and critical areas of responsibility. Where necessary, it also includes adopting a more proactive approach for bank management and bank supervisors to deal with identified risks. Our goal must be to avoid straying from these core issues to focus on less foundational and less pressing areas.",30,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"There have been some notable examples of regulatory mission creep, including the climate guidance introduced last year by the banking agencies. I have no doubt that this guidance is well-intended, and that climate change is an important public policy issue. But the question should be whether banks should be required to divert limited risk management resources away from critical, near-term risk management, with a parallel shift in focus by bank examiners. Looking at this guidance through the lens of prioritization, one could reasonably conclude that climate change is not currently a financial risk to the banking system and does not justify a shift in prioritization.",31,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"While some may view this position as provocative, my goal is to demonstrate a more foundational pointâmis-prioritizing supervisory objectives will have consequences, making banks riskier and the U.S. financial system less resilient over time.",32,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Regulatory Reform
When it comes to regulatory reform efforts, we should acknowledge, as a starting point, that the bank regulatory system has undergone significant transformation since the passage of the Dodd-Frank Act, in response to the 2008 financial crisis. This has resulted in significantly increased liquidity and bank capital, new stress testing and resolution planning requirements, and several other improvements designed to promote bank resiliency. Not only the quantum, but the quality, of bank capital has also improved. Common equity tier 1 capital is now codified as the highest quality form of regulatory capital and is included within a capital framework that already includes gold-plating over international capital standards.",33,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Measured against this baseline of resiliency, we need to carefully assess the need for regulatory improvements, while maintaining those elements of the bank regulatory framework that have proven durable and successful over time. I have not previously argued nor am I arguing today that the regulatory framework is perfect and beyond reproach. Or that there is no room for improvement or evolution over time. Where we find opportunities for needed improvementsâeither to maintain the system's effectiveness or respond to identified weaknessesâwe should make those changes. But these changes should be motivated by a clear-eyed assessment of the facts, if the goal is to achieve changes that are focused, efficient, and durable over the long run.",34,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Before proposing regulatory reform measures to remediate or address issues identified during the spring 2023 banking stress, we should first reflect on the causes that contributed to the failures of SVB and Signature Bank. These bank failures were followed by government intervention in the form of a guarantee on uninsured deposits at these institutions, and the creation of a broad-based emergency lending facilityâthe Bank Term Funding Programâdesigned to reassure the market about the underlying strength of the U.S. banking system.",35,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Other characteristics of these bank failuresâthe rapid pace of depositors withdrawing uninsured depositsâappeared to deviate from the patterns seen in prior bank failures (in degree, if not in kind). But many of the core problems of these banks stemmed from well-known, core banking risksâinterest rate risk, liquidity risk, and poor risk management. Each of these can be addressed effectively and efficiently through targeted improvements to the supervisory process.",36,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Supplementary leverage ratio
Our current narrow approach to rulemakingâfocusing on a specific reform, without considering the broader framework or context within which these rules existâhas created a corresponding narrowness when we think about the consequences of regulatory reform. An efficient regulatory system can build resilience both for bank safety and soundness and financial stability. Take for example missed opportunities in capital reform. The current set of capital reform proposals does not address or propose changes to leverage requirements, including the 5 percent leverage ratio that applies to U.S. global systemically important banks, commonly referred to as the enhanced supplementary leverage ratio (or eSLR). Treasury market intermediation can be disrupted by constraints imposed by the eSLR, as occurred during the early days of market stress during the pandemic. It seems prudent to address this known leverage rule constraint before future stresses emerge that would likely disrupt market functioning.",37,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"This narrow focus ignores that many requirements are intended to operate in a complementary way, and that these requirements in the aggregate may overlap or conflict, generating unintended consequences. The Federal Reserve has expressly acknowledged the complementary nature of these requirements, for example in noting that some leverage ratio requirements operate as a backstop to risk-based capital requirements. And yet, the discussions of costs and benefits of reform tend to disregard the aggregate impact across rules, even when related reforms are proposed at the same time and the aggregate impacts can be identified and assessed.",38,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"When policymakers publicly discuss changes to liquidity and capital, industry participants will modify their behavior in part to meet anticipated regulatory requirements, despite the regulatory uncertainty that accompanies reform efforts. While this response by banks is unfortunate, it is also predictable.",39,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Regulatory process
My remarks this evening have primarily focused on the substance of reforms and the importance of demonstrating a case to support the changes. But it is also necessary to pause and reflect on the importance of following established process and procedure. This is especially important as we think about the choice between making policy reforms through supervision or regulation. Passing regulations under the Administrative Procedure Act requires agencies to follow specific notice-and-comment rulemaking procedures. I think we should approach this process through the most stringent and conservative lens, particularly when it comes to some of the most consequential rulemakings of the last decade. Rulemaking entails publishing rationales for agency action and seeking public input. These procedural requirements serve an important purpose and ultimately promote better agency decisionmaking. One of the most effective tools we have for doing so is the use of public Board meetings to address matters of significant public interest. My hope is that material items on the reform agenda will continue to be handled through public meetings that give greater visibility and insight into the thinking and rationales of different policymakers.",40,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Closing Thoughts
I will conclude today's remarks by thanking all of our participants for joining us in Dallas and contributing to these important discussions. The elements that facilitate accountability parallel those elements necessary for effective reformâa deep understanding of facts, a careful identification of how elements of the banking system perform over time and during stress, and a commitment to take ownership of identified problems with targeted reforms that are commensurate with the underlying risks. As we engage in a review of our regulatory framework for liquidity and more broadly, these elements should serve as a guide to understanding the past and help us chart a path forward.",41,Governor Michelle W. Bowman,7/18/2024,"Liquidity, Supervision, and Regulatory Reform"
"Thank you, Jeff, and thank you to the Federal Reserve Bank of Kansas City for the opportunity to speak to you today. So far, 2024 has been a challenging year for economic forecasters, and for monetary policymakers. After significant progress in 2023 toward the Federal Open Market Committee's (FOMC) price-stability goal, inflation jumped in the first quarter. At the same time, both the labor market and economic growth ran strong enough that some commentators wondered whether monetary policy was restrictive enough and whether rate hikes should be back on the table. These twists and turns in the economic data shifted everyone's expectations back and forth as to when the FOMC might begin lowering its policy interest rate and how many cuts there would be this year. During this time, my consistent view was that there was no urgency to cut rates until the Committee is confident that inflation is returning sustainably to 2 percent.",0,Governor Christopher J. Waller,7/17/2024,Getting Closer
"Then, in the second quarter, data on inflation and the labor market moderated in a way that suggests progress toward price stability has resumed. The data over the past couple months shows the economy growing at a more moderate pace, labor supply and demand apparently in balance, and inflation slowing from earlier this year. These are all developments that support progress toward achieving the FOMC's dual-mandate goals. For reasons that I will elaborate on later, I believe current data are consistent with achieving a soft landing, and I will be looking for data over the next couple months to buttress this view. So, while I don't believe we have reached our final destination, I do believe we are getting closer to the time when a cut in the policy rate is warranted.",1,Governor Christopher J. Waller,7/17/2024,Getting Closer
"Before turning to the economic outlook, let me say a word about central bank communicationâin particular, communication about the policy path. Central bankers use communications to try, as much as possible, to describe the extent of progress, and even more importantly, the remaining path to the ultimate destination. The problem is that there may not be just one path to the ultimate destinationâit depends on the incoming data. For example, when leaving work, you have a normal route to get home, and that is the base case for your estimated commuting time. But that day's traffic conditions will dictate whether you should take that route or an alternative to get home. You need to think about the alternative routes to get home and how long they will take if you are confronted with unexpected congestion. And, most likely, you will also have to communicate these alternative travel plans to family members so they have an idea of when you will arrive and how you will get the kids to after school activities.",2,Governor Christopher J. Waller,7/17/2024,Getting Closer
"Central bankers face the same problem: How will you set policy if the data come in different than you expected? It is important to not only lay out your base case, but also alternative paths for policy if your base case is disrupted by incoming data. And for monetary policy, it is even more important to communicate those alternative policy paths to the public so that they can also make plans. So, after reviewing the economic outlook, I will explore three possible data scenarios about inflation for the second half of 2024 and how those differing scenarios affect my view of the appropriate stance of policy.",3,Governor Christopher J. Waller,7/17/2024,Getting Closer
"Economic Activity
Let me start with the economic outlook. Real gross domestic product (GDP) grew at about a 4 percent annual pace in the second half of 2023 and then significantly slowed to a 1.4 percent rate in the first quarter. Recent forecasts indicate that output grew a little faster in the second quarter. We will get an initial estimate of second-quarter GDP next week, but the Blue Chip average of private-sector forecasts estimates that GDP grew at a 1.8 percent pace in the second quarter, and the Atlanta Fed's GDPNow model estimates growth at 2.5 percent. A big reason for the higher GDPNow estimate is because it was updated after yesterday's retail sales report. Digging into that report, one finds that the data directly informing the Bureau of Economic Analysis's estimate of consumer spending posted solid gains for June and revised up sales for both April and May. I suspect that this moderate consumption growth may continue in the second half of the year because personal income data is holding up.",4,Governor Christopher J. Waller,7/17/2024,Getting Closer
"A signal of possible slowing in economic activity comes from the Institute for Supply Management's (ISM) survey of purchasing managers for non-manufacturing firms. Nonmanufacturing firms constitute the large majority of businesses in the economy. The non-manufacturing index fell below 50 in June, suggesting a contraction in activity. As a part of that survey, ""business activity,"" corresponding to production or sales, fell below 50 for the first time since May 2020. The index for new orders fell especially sharply and the employment index fell further into contractionary territory. Clearly, economic activity among these businesses is slowing, but it is too soon to say by how much. Previous months when the overall index fell below 50 were followed by sustained periods above that threshold, so we will have to wait and see what this current reading means for a slowing in this sector. Meanwhile activity among manufacturing businesses has been fairly steady this year after contracting from late 2022 through 2023. New orders and most other readings are close to 50.",5,Governor Christopher J. Waller,7/17/2024,Getting Closer
"The Labor Market 
One development in the past few months with significant implications for monetary policy is that labor supply and demand have finally come into rough balance. Demand of workers exceeded supply for several years, contributing significantly to high wage inflation, which inevitably fed through into services inflation. Supply was damaged after the pandemic, as many people left the workforce to care for family, older workers retired, and immigration fell significantly. At the same time, the economy grew solidly, and labor demand rose at a brisk pace. The imbalance in the labor market was reflected in a surge in job openings, with two vacant jobs for each worker counted as looking for work, nearly double the rate prior to the pandemic. There was also a surge in the number of people quitting their jobs, most of them to take a higher-paying job elsewhere.",6,Governor Christopher J. Waller,7/17/2024,Getting Closer
"But now that situation has changed dramatically. Labor supply has improved, with a higher labor force participation rate and much higher rates of immigration. Not long ago, I would have been concerned that the high levels of job creation reported recently were inconsistent with a labor market coming into better balance, but the high pace of immigration in recent quarters helped accommodate the strong demand. And, more recently, as restrictive monetary policy has put downward pressure on aggregate demand, the demand for labor has moderated.",7,Governor Christopher J. Waller,7/17/2024,Getting Closer
"The unemployment rate has risen from a 50-year low to 4.1 percent, still low in historical terms but the highest since late 2021. In May, the ratio of job vacancies to unemployed people stood at 1.2, which was the average in the year before the pandemic. The share of workers who quit their jobs is now slightly below the pre-pandemic level. One indication that this is a loosening, rather than a weakening, of the labor market is that layoff rates have been more or less steady at the low rate of around 1 percent. To me, this is all evidence of labor supply and demand in balance.",8,Governor Christopher J. Waller,7/17/2024,Getting Closer
"Back in 2022, I wrote a research note with Fed economist Andrew Figura on the Beveridge curve, which is the relationship between unemployment and the job vacancy rate. In that research, we projected that, if layoffs were steady, the unemployment rate would rise to around 4.5 percent if the job vacancy rate dropped back to its pre-pandemic level of 4.6 percent. The latest data estimated the vacancy rate in May as 4.9 percent, pretty close to the pre-pandemic level. There were some prominent skeptics, but this data tells us that if inflation continues to moderate as it has since May, then we may achieve the soft landing in the labor market that I said back then was possible, with even less of a tradeoff in terms of unemployment.",9,Governor Christopher J. Waller,7/17/2024,Getting Closer
"Another sign of balance in the labor market is that wage growth has continued to slow. The twelve-month change in average hourly earnings has slowed from its peak of about 6 percent in March 2022, to 4.3 percent by December 2023, and is down to 3.9 percent as of June. The three-month increase through June was running at an annual pace of 3.6 percent, which is close to what I judge is the rate needed to support inflation running at 2 percent in a sustained way. And this interpretation is consistent with other measures that suggest wage growth is back to its pre-pandemic level.",10,Governor Christopher J. Waller,7/17/2024,Getting Closer
