text,index,speaker,date,title
"As I discussed in detail at a speech before the Global Association of Risk Professionals a couple of weeks ago, any successful organization needs to develop appropriate mechanisms to ensure adherence to, and sustainability of, its risk management. Incentive structures are a key mechanism for this purpose. Appropriate incentives reward good behavior and penalize inappropriate behavior. Of course, incentives work best when they are known well in advance, that is, when they serve as ex ante signals of what should and should not be done. Naturally, in very large organizations it is difficult for senior management to monitor each individual, so incentives need to be consistent, permeate even the lowest levels of the organization, and remind each individual that his or her risk-taking affects the whole enterprise. ",10,Governor Randall S. Kroszner,3/11/2008,The Importance of Fundamentals in Risk Management
"Limits and controls can be useful tools for creating the right incentives and sending appropriate signals, but they of course need to be tailored individually to each firm. Problems can arise when incentives are not properly structured and appropriate ""risk discipline"" is not exercised--for example, when limits and controls are not set or, if they are set, when adherence to them is not monitored or enforced. Such controls provide incentives for business-line leaders to assume only the risks that the firm can absorb because they penalize those who try to take on excessive risk or inadequate mitigation in the name of maximizing short-term profit. This is just as true at large international firms as it is at community banks.",11,Governor Randall S. Kroszner,3/11/2008,The Importance of Fundamentals in Risk Management
"Risk Identification and MeasurementThe second fundamental of sound risk management relates to risk identification and measurement. Timely and accurate information is the lifeblood of sound risk management. A good risk-management structure must encompass risks across the entire firm, gathering and processing information on an enterprise-wide basis in real time. In short, you cannot manage your risks if you do not know what they are.",12,Governor Randall S. Kroszner,3/11/2008,The Importance of Fundamentals in Risk Management
"Aggregating information across a large, diversified financial institution is not easy and should be done with appropriate care and with adequate resources for checking timeliness and veracity. The SSG report, for example, noted that some firms could not easily integrate market and counterparty risk positions across risks types, making it difficult for their executives to identify concentrations across the entire firm. Aggregating information about risk exposures and the concentration of risks may not be as challenging at smaller institutions, but checking the timeliness and veracity of the data is important at institutions of all sizes. In other words, risk managers should live by the adage ""Trust but verify,"" being careful not to rely on assessments or data from others without conducting proper due diligence.",13,Governor Randall S. Kroszner,3/11/2008,The Importance of Fundamentals in Risk Management
"It is also worth noting that financial institutions should gather a wide range of relevant information before they see market troubles brewing. In other words, scrambling for information once turbulence sets in is not good practice. Understanding a firm's true risk exposures requires examining not just risks on the balance sheet, but also off-balance-sheet risks that are sometimes more difficult to identify and often not so easy to quantify. Latent risks from certain complex products and certain risky activities should be properly recognized, because they can manifest themselves when market turbulence sets in.",14,Governor Randall S. Kroszner,3/11/2008,The Importance of Fundamentals in Risk Management
"As the SSG report indicates, some firms had a poor understanding of the risks inherent in certain complex products or failed to recognize that certain activities contained latent risks that could be manifest in unexpected concentrations of risk exposures when market turbulence arose. For example, we witnessed some lapses in credit risk identification and measurement when, as I noted, certain institutions underestimated the actual credit risk of subprime mortgages and the secondary or tertiary effects brought on by disruptions in subprime markets for their broader set of activities.",15,Governor Randall S. Kroszner,3/11/2008,The Importance of Fundamentals in Risk Management
"Stress testing and scenario analysis are of paramount importance, since they can reveal potential concentrations of risk that may not be apparent from using information gleaned from normal times. The SSG report emphasizes this point, but the U.S. banking agencies have also highlighted its importance for smaller- and medium-sized institutions, for example in the guidance on commercial real estate (CRE) concentrations we issued at the end of 2006. After on-the-ground supervisors reported seeing increases in CRE concentrations at many institutions across the country, supervisors examined historical data on risks associated with CRE concentrations to provide the basis for developing supervisory guidance. That guidance counseled banking organizations with high CRE exposures relative to capital to engage in stress testing to evaluate behavior of those exposures and the impact on capital in adverse circumstances.",16,Governor Randall S. Kroszner,3/11/2008,The Importance of Fundamentals in Risk Management
"Some financial institutions already employ stress tests, but they should re-check their robustness in light of recent events. For example, banking organizations might benefit from expanding tests to include a wider set of variables to stress and to consider shocks they might have considered much less probable one or two years ago. Banks should also remember that past experience is not always predictive of future events, meaning that they should be somewhat creative in designing potential shocks. In CRE, for example, banks should move beyond considering single-name risk and include scenarios involving broader risks to the CRE sector and how such risk may be correlated in times of stress with other parts of the portfolio. ",17,Governor Randall S. Kroszner,3/11/2008,The Importance of Fundamentals in Risk Management
"In addition, a number of risk-measurement and risk-quantification challenges relate to valuation practices, particularly with new products. Firms should have greater motivation for applying proper valuation practices as part of good risk management. At the center of these practices is the ability to make appropriate judgments about the quality of information being used for valuations. The process usually starts with an initial experimentation phase in which market participants learn a great deal about the product's expected performance and risk characteristics, preferably under different market conditions. Conducting due diligence about new products can be costly and take time, but it is usually worth it. Unfortunately, in some recent cases new products were developed very quickly and not properly ""road-tested."" In observing the valuation challenges, the ""Trust but verify"" adage has equal application. Market participants must ensure that they do not make valuation decisions based solely on excessive reliance of external ratings or evaluations, but that they also undertake their own assessment. And I would suggest that the value of independent due diligence on the part of market participants is especially high for newer and more-complex products.",18,Governor Randall S. Kroszner,3/11/2008,The Importance of Fundamentals in Risk Management
"Encouragingly, we have examples of some firms recognizing the potential risks of broad market disruptions, for example, if there were dramatic and unexpected price movements, or if market illiquidity set in. Those firms faring better typically use a number of tools to assess risk positions that draw on differing underlying assumptions. Such tools provide management with more information and different perspectives on its potential risk exposures. In the best cases, the tools are flexible enough to allow perspectives on risk to change as business conditions change. For example, they can help identify when risk concentrations are changing as a result of market movements or changes in counterparty positions.",19,Governor Randall S. Kroszner,3/11/2008,The Importance of Fundamentals in Risk Management
"Liquidity Risk ManagementNow I wish to consider the third fundamental. Liquidity risk management. Banks, of course, have been managing expected liquidity demands since the beginning of banking itself.  Because of its central role in the business of banking, liquidity risk requires rigorous and effective management. Naturally, financial institutions both large and small must pay careful attention to liquidity risks, even if they manifest themselves in different ways.",20,Governor Randall S. Kroszner,3/11/2008,The Importance of Fundamentals in Risk Management
"Regarding recent events, a number of financial firms were surprised by the extent of market disruptions and were forced to take funding actions not anticipated in their contingency funding plans, including some decisions to support affiliates that were based on reputational concerns rather than contractual obligations. At the same time, some institutions were able to avoid more serious problems from these events by aligning treasury functions more closely with risk-management processes and incorporating information from all businesses into global liquidity planning, including actual and contingent liquidity risk. They also made attempts to embed market liquidity premia or apply market liquidity haircuts in pricing models and valuations. ",21,Governor Randall S. Kroszner,3/11/2008,The Importance of Fundamentals in Risk Management
"Recent events have shown that during times of systemwide stress, liquidity shocks can become correlated so that the same factors that can lead to liquidity problems for the bank's assets or off-balance sheet vehicles can simultaneously put pressure on banks' own funding liquidity. Again, we see the trouble that risk concentrations can cause if an institution has not tried to identify them in advance and take steps to mitigate their effects. As with other risk areas, supervisors suggest extensive use of firm-wide stress testing to ensure the incorporation of low-probability but potentially severe liquidity events that may have the potential to converge. Smaller banks, as well as large, global banks, should conduct liquidity stress tests to evaluate what could happen to liquidity positions in times of stress.",22,Governor Randall S. Kroszner,3/11/2008,The Importance of Fundamentals in Risk Management
"We have also noticed the potential for liquidity risk to have an impact on capital adequacy. As you are well aware, several large global banks ended up having to deal with so-called unplanned asset expansions arising from a variety of liquidity stresses related to the asset side of the balance sheet. In a few cases, these unexpected increases in the balance sheet created some pressures on capital ratios, even if the level of capital remained stable. Although bank liquidity management and capital management may be conceptually distinct, recent events illustrate in practice how liquidity management and capital management are intimately related, particularly in times of financial stress. Since risk concentrations have the potential to manifest themselves during times of stress and at that time adversely affect capital positions, it is particularly important that firms assess how liquidity events could place pressure on capital levels. In a nutshell: liquidity problems always have the potential to affect bank balance sheets and, in doing so, bank capital adequacy.",23,Governor Randall S. Kroszner,3/11/2008,The Importance of Fundamentals in Risk Management
"ConclusionOne of the most basic lessons of banking is that lending concentrations must be carefully identified, monitored, and managed. As I noted at the outset, the current financial market turbulence underscores the importance of getting the fundamentals of sound risk management right and being ever vigilant about their consistent application, execution, and improvement in light of new data and experiences. I have highlighted the importance of three fundamentals--governance and risk control; risk identification and measurement; and liquidity risk management--and the SSG report provides evidence that those institutions taking care to get these fundamentals right generally performed better during recent events than other institutions. Concentrations of risk can pose challenges to financial institutions, and top managers must be aware of their potential and have a risk management system in place ready to deal with them. This is true not only for large global players but also for small-and medium-sized banks, as my discussion of the CRE concentration guidance emphasized.",24,Governor Randall S. Kroszner,3/11/2008,The Importance of Fundamentals in Risk Management
"As supervisors, we strive to achieve the appropriate balance, recognizing that supervision and regulation has costs and benefits that need to be weighed against one another. For instance, we need to be careful that lending is conducted on a prudent basis, and at the same time, take care not to stifle the provision of credit when it is done properly.",25,Governor Randall S. Kroszner,3/11/2008,The Importance of Fundamentals in Risk Management
"Before concluding, I would like to mention a topic in supervision and regulation that I have not yet touched upon in these remarks, namely, credit cards. As you know, the Federal Reserve has proposed new rules under Regulation Z, which implements the Truth in Lending Act, regarding open-end credit to require new, more informative, and consumer-tested disclosures by credit card issuers and expects to propose new rules for credit cards under the Federal Reserve's unfair and deceptive acts and practices authority. To help us better assess the current state of the credit card market and possible challenges in credit card markets for consumers and others involved in those markets, I have invited key credit card market participants--card issuers and processors, consumer advocates, counseling agencies, and other regulatory agencies--to participate in a forum hosted by the Federal Reserve Board on April 8. The forum will allow us to collect additional information about relevant industry trends and to identify areas that may warrant action or further study.",26,Governor Randall S. Kroszner,3/11/2008,The Importance of Fundamentals in Risk Management
"


Footnotes
1.  The report is available at: http://www.newyorkfed.org/newsevents/news/banking/2008/rp080306.html Return to text
2 Randall S. Kroszner, 2008, ""Improving Risk Management in Light of Recent Market Events,"" speech delivered at the Global Association of Risk Management Professionals Annual Risk Convention, New York, February 25. Return to text 
3.  Randall S. Kroszner, 2007, ""Innovation, Information, and Regulation in Financial Markets,"" speech delivered at the Philadelphia Fed Policy Forum, Philadelphia, November 30. Return to text
4.  Randall S. Kroszner (2008), ""Liquidity-Risk Management in the Business of Banking,"" speech delivered at the Institute of International Bankers, Washington, DC, March 3. Return to text
",27,Governor Randall S. Kroszner,3/11/2008,The Importance of Fundamentals in Risk Management
"This audience, the National Community Reinvestment Coalition, is certainly aware that mortgage delinquency and foreclosure rates have increased substantially over the past year and a half. This increase reflects significantly, though not exclusively, a sharp deterioration in the performance of subprime mortgages, particularly those with adjustable-rate features. At the end of last year, more than one in five of the roughly 3.6 million outstanding subprime adjustable-rate mortgages (ARMs) were seriously delinquent, meaning they were either in foreclosure or ninety days or more past due. That rate is about four times higher than it was in mid-2005. Lenders initiated roughly 1-1/2 million foreclosures last year, up from an average of 950,000 in the preceding two years. More than one-half of the foreclosure starts in 2007 were on subprime mortgages. Behind these disturbing statistics are families facing personal and financial hardship and neighborhoods that may be destabilized by clusters of foreclosures. These realities challenge us to find ways to prevent unnecessary foreclosures. And, looking toward the future, they challenge us to ensure a regulatory environment that promotes responsible lending and sustainable homeownership.",0,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"I would like to briefly discuss how we arrived at where we are today. Then I would like to share with you what the Federal Reserve is doing to reduce foreclosures, to protect aspiring homeowners from unfair and deceptive practices, and to equip them to choose wisely from among the often confusing array of mortgage options. In particular, I would like to highlight the new regulations we have proposed under the Home Ownership and Equity Protection Act (HOEPA).",1,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"Origins of the Subprime Mortgage TurmoilOver the past quarter century, advances in information technology, the development of credit-scoring techniques, and the emergence of a large secondary market, among other factors, have significantly increased access to mortgage credit. From 1994 to 2006, subprime lending increased from an estimated $35 billion, or 4.5 percent of all one-to-four family mortgage originations, to $600 billion, or 20 percent of originations (Inside Mortgage Finance, 2007). Responsible subprime lending expanded credit to borrowers with imperfect or limited credit histories. More renters became homeowners than would have otherwise. Though few subprime mortgages are being written today, I believe responsible subprime lending has been helpful, and at some point will be again, in fostering sustainable homeownership.",2,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"However, far too much of the lending in recent years was neither responsible nor prudent. The terms of some subprime mortgages permitted homebuyers and investors to purchase properties beyond their means, often with little or no equity. In addition, abusive, unfair, or deceptive lending practices led some borrowers into mortgages that they would not have chosen knowingly. ",3,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"The current crisis has many roots. The drop in home prices in many once-hot markets is among the most significant. In a recent survey, nearly 30 percent of homeowners reported that their houses decreased in value over the past year. The decline in home equity makes it more difficult for struggling homeowners to refinance and reduces the financial incentive of stressed borrowers to remain in their homes. Mortgage performance data show a strong correlation between adverse house price changes and subsequent increases in mortgage delinquency and foreclosure (Avery, Brevoort, and Canner, 2007; Gerardi, Shapiro, and Willen, 2007). Investors who purchased homes in the hope of price appreciation seem particularly likely to walk away from ""underwater"" mortgages. Indeed, the role of investors in the housing market has increased markedly over time. According to data collected under the Home Mortgage Disclosure Act (HMDA), lending to non-owner-occupants has risen from about 5 percent of the home-purchase loans in the mid-1990s to about 17 percent of all purchases in 2005 and 2006 (Avery, Brevoort, and Canner, 2007). Mortgage delinquencies are also tied to local economic conditions; notably, several midwestern states struggling with job losses and slow income growth have seen increased delinquencies.",4,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"The deterioration in underwriting standards that appears to have begun in late 2005 is another important factor underlying the current crisis. A large share of subprime loans that were originated during this time featured high combined loan-to-value ratios and, in some cases, layers of additional risk factors, such as a lack of full documentation or the acceptance of very high debt-to-income ratios. In 2006, for example, the HMDA data suggest that nearly 40 percent of higher-priced home-purchase loans involved a piggy-back loan or second mortgage. Indeed, many defaults are occurring within the first few months of origination, well before payment resets occur on subprime ARM products. ",5,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"Much of the weakening in underwriting standards appears to have happened outside of institutions regulated by the federal banking agencies. The HMDA data for 2006 show that more than 45 percent of high-cost first mortgages were originated by independent mortgage companies, which are institutions that are not regulated by the federal banking agencies and that sell almost all of the mortgages they originate. In this instance, this originate-to-distribute model appears to have contributed to the breakdown in underwriting standards, as lenders often found themselves able to pass on the credit risk without much resistance from the ultimate investors. For a number of years, rapid increases in house prices effectively insulated lenders and investors from the effects of weaker underwriting, providing false comfort. ",6,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"Another concern is the substantial number of borrowers with subprime ARMs whose interest rates are scheduled to reset upward--about 1.5 million in 2008. The problem posed by resets is serious, but it may be mitigated somewhat by lower short-term interest rates and by the efforts of servicers, including those working with the Hope Now Alliance, to find solutions for borrowers facing resets, including interest-rate freezes (Hope Now Alliance Servicers, 2008). In addition, the FHASecure plan, which the Federal Housing Administration (FHA) announced late last summer, offers qualified borrowers who are delinquent because of an interest rate reset and who have some equity in the home the opportunity to refinance into an FHA-insured mortgage. Recently, the Congress and Administration temporarily increased the maximum loan value eligible for FHA insurance, which will allow more borrowers access to this program.",7,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"The current high rate of delinquencies and foreclosures is not confined to the subprime market. In 2007, about 45 percent of foreclosures were on prime, near-prime, or government-backed mortgages. Across market segments, delinquencies are rising fastest on the more-complex loans originated over the past few years. In part, that trend seems to be due to the fact that such loans were made to borrowers in weaker financial condition. In some cases, borrowers may not have fully understood the details of their loans, including the potential for large payment increases.",8,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"Federal Reserve ResponsesEffective responses need to build on an informed understanding of this complex picture. Thus, as these problems in housing emerged and deepened, the Federal Reserve System engaged with a wide array of market participants--including lenders, community groups, servicers, consumer advocates, public officials, and other regulators--to properly diagnose the problems and work toward sustainable solutions. The Federal Reserve System alone, of course, cannot resolve all of the problems in the marketplace, but we have responded thus far through our regulatory, supervisory, research, and community affairs functions.",9,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"Regulation and SupervisionAs part of a periodic review of our regulations under HOEPA, the Federal Reserve Board in 2006 began a systematic look at changes in the mortgage industry. Four public hearings held around the country confirmed evidence that we were gathering from other sources that the mortgage market was undergoing the significant changes with which we are all now familiar. Our concerns led us in 2006 and 2007 to issue, along with other federal and state regulators, a series of guidances to the institutions we supervise that covered nontraditional mortgage loans, subprime lending, and servicing practices. Those were good steps, but we also recognized that many of the problems we were beginning to see were a result of actions by companies and individuals not subject to our supervisory oversight. Thus, we conducted an additional HOEPA hearing, focusing on four specific areas: assessment of repayment ability; low- and no-documentation lending; escrowing for taxes and insurance; and prepayment penalties. As a result of a careful review of available data and information, we proposed new rules under our HOEPA authority in December, banning practices that we found to be unfair or deceptive. Significantly, bans on such unfair or deceptive acts and practices would apply to the entire mortgage industry, not just to institutions directly regulated by the Board. ",10,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"Our goal was to produce clear and comprehensive rules to protect consumers from unfair practices while maintaining the viability of a market for responsible mortgage lending. The rules would apply stricter regulations to higher-priced mortgage loans, which we have defined broadly so as to cover substantially all of the subprime market. The regulations would be enforceable by state and federal supervisory and enforcement agencies as well as by consumers themselves, who could recover statutory damages for violations above and beyond actual damages.",11,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"The proposed rules cover a range of practices. First, the rules would prohibit a lender from engaging in a pattern or practice of making higher-priced loans that the borrower cannot reasonably be expected to repay from income or from assets other than the house. Of course, appropriate attention to the borrower's ability to repay is a fundamental feature of good underwriting. ",12,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"Second, we found that the prevalence of ""stated-income"" lending led to many borrowers receiving mortgages that they could not afford. Consequently, we would require lenders to verify the income or assets they rely on to make credit decisions for higher-priced loans--standard industry practice, in fact, for most lending until quite recently.",13,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"Third, our proposal would require higher-priced loans to have an escrow account for real-estate taxes and hazard insurance. This rule would help ensure that borrowers can afford their payments and avoid the cases in which borrowers, especially first-time borrowers, did not understand that the monthly principal and interest payment was not the only financial obligation associated with homeownership. Escrowing has become standard practice in the prime market, and our proposal would make it standard practice for this part of the market, as well. ",14,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"Fourth, the proposed rules would ban prepayment penalties in situations in which the borrower may be especially vulnerable. For example, prepayment penalties would be prohibited where the borrower's debt-to-income ratio exceeds 50 percent and, when permitted, would be required to expire at least sixty days before a scheduled increase in the loan payment. The rule would also ban prepayment penalties that could enable a ""loan flipping"" scheme, in which a lender or its affiliate refinances the lender's own loan at adverse terms for the borrower.",15,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"In seeking information and opinion about these four issues, the Board determined that additional problems needed to be addressed as well, and for all loans, not just higher-priced loans. Among the practices addressed by our proposal is the use of yield spread premiums (YSPs). Many consumers use mortgage brokers to guide them through a complex process and shop for the best deal. Unfortunately, consumers may believe that the broker has a responsibility to get them that best deal, which is not necessarily the case. In fact, the design of YSPs may provide the broker a financial incentive to offer a loan with a higher rate. Consumers who do not understand this point may not shop to their best advantage. Therefore, we would prohibit a lender, for both prime and subprime loans, from paying a broker an amount greater than the consumer agrees to in advance. Brokers would also have to disclose their potential conflict of interest. The combination of stricter regulation and better disclosure will not solve all the problems. We do believe, however, that this proposal will give consumers much better information and raise their awareness of brokers' potential conflict of interest while reducing a broker's incentive to steer a consumer to a higher rate.",16,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"To protect consumers and promote competition, our proposal would also ban seven specific advertising practices deemed unfair or deceptive. Under our rules, for example, mortgage originators would not be allowed to advertise a mortgage as having a ""fixed"" rate unless the advertisement also states clearly how long the rate or payment is fixed, and they could not advertise loans in one language but have important consumer disclosures in another. The proposal would also require that consumers receive loan-specific Truth in Lending Act disclosures early in the application process, when they can use the information to shop more effectively. The proposal also addresses certain practices in loan servicing that can cause problems for consumers, such as delays in posting payments to a consumer's account, and it acts to prohibit coercion of appraisers by lenders or brokers.",17,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"We believe these proposed rules will help protect mortgage borrowers from unfair and deceptive practices. At the same time, we did not want to create rules that were so open-ended or costly to administer that responsible lenders would pull out of the subprime market. So, our proposal is designed to protect consumers without shutting off access to responsible credit. We anticipate vigorous discussion through the public comment process that ends on April 8, and we will, as always, carefully consider this input before issuing final rules.",18,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"In addition to regulations, strong uniform oversight of different types of mortgage lenders is critical to avoiding future problems. Regulatory oversight of mortgage lending has become more challenging as the breadth and depth of this market has grown over the past decade. Other changes, such as the increased role of nonbank mortgage lenders, have added complexity. ",19,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"To achieve more uniformly effective supervision, the Federal Reserve, together with other federal and state agencies, launched a pilot program last summer to conduct reviews of selected nondepository lenders with significant subprime mortgage operations. These reviews will evaluate the companies' underwriting standards as well as senior management oversight of compliance with state and federal consumer protection regulations and laws. We will take corrective or enforcement action as warranted. We plan to use this joint project as a vehicle for strengthening cooperation and coordination among federal and state agencies. ",20,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"Research and Community AffairsThe Federal Reserve is addressing the foreclosure crisis in capacities other than that of a regulator, leveraging our strengths in research and data analysis, our regional presence, and the many contacts we have developed with local community groups, lenders, policymakers, and other stakeholders in this issue. Community affairs officers at the Board and the twelve Reserve Banks work with Federal Reserve research economists to anticipate and, where possible, mitigate foreclosure problems. They share detailed reports and information that help community organizations, nonprofits, state regulators, and others identify regions and neighborhoods most vulnerable to foreclosure and respond accordingly. For instance, NeighborWorks America recently used the Board's analyses to help identify geographic areas and neighborhoods in most critical need of $130 million in emergency funds provided by the Congress to increase mortgage counselor capacity.",21,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"Solid analysis of available information is critical to crafting appropriate policy remedies, and the Federal Reserve has invested considerable resources into such studies. For example, a Federal Reserve Bank of Boston working paper has analyzed the factors that predict foreclosure, finding a particularly important role for declining house prices (Gerardi, Shapiro, and Willen, 2007). The Federal Reserve Bank of Philadelphia is conducting a five-year study of pre-purchase homeownership counseling. That study will provide important information on the benefits of counseling services in fostering sustainable homeownership and help us understand the long-term effects of financial-management skills on the credit worthiness of low- and moderate-income homebuyers.",22,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
"In addition to this ongoing research, the Federal Reserve is supporting efforts to reach troubled borrowers and to raise awareness in communities about ways to prevent foreclosures. Since July, the community affairs offices across the Federal Reserve System have sponsored or cosponsored more than fifty events related to foreclosures, reaching more than 4,000 attendees including lenders, counselors, community development specialists, and policymakers. ",23,Chairman Ben S. Bernanke,3/14/2008,Fostering Sustainable Homeownership
