text,index,speaker,date,title
"Like employment, consumer spending has been much stronger than expected, even though spending on travel and many other categories of in-person services remains depressed. Retail sales were extremely strong from May through August, driven by demand for consumer durables such as automobiles, furniture, and home improvement. Home sales and construction also have increased sharply since then. For instance, new home sales rose in July to an annual pace of over 900,000 units, which is 16 percent above the recent peak in January 2020 and the fastest pace since December 2006.",10,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"All of these facts lead me to believe the momentum in household spending is strong. Although consumer confidence remains lower than early this year, the resilience in big-ticket purchases indicates some underlying confidence among households that the economy will continue to improve. The strength in the consumer and housing sectors is being supported by Fed action to lower interest rates and support credit availability for creditworthy borrowers. In addition, the recent high rate of household savings likely represents a significant source of pent-up demand.",11,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"Now let me turn to the business sector, where the picture is more mixed. As in the household sector, the decline in many measures of business spending last spring turned out to be much less than was feared, and some indicators of business investment have turned around dramatically in recent months. However, there is considerable uncertainty over how businesses will deal with the cumulative effects of the COVID event on the economy.",12,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"As we all know, medium and small enterprises were, and continue to be, heavily affected by the COVID event. The PPP disbursed $525 billion in loans to businesses through August 8, most of which will be forgiven when businesses are found to have met the requirements for keeping workers on the job at previous pay rates. Working with the Treasury Department, the Federal Reserve created several facilities that are providing support to large, mid-size, and small firms. These programs have improved credit market functioning through direct support to borrowers and lenders that use them and indirect support by creating a backstop against worsening conditions that boosts the willingness of private-sector lenders to extend credit.",13,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"Despite those efforts and the pickup in household spending, many businesses are still under strain, representing an important source of downside risk. One concern is that many businesses already were highly leveraged going into the crisis, and taking on more debt as a bridge until commerce normalizes may not be a viable option, even with favorable repayment terms. Many corporate bonds and leveraged syndicated loans were downgraded between March and June, and default rates on corporate bonds rose significantly over that period as well. However, corporate defaults have slowed in the past couple of months, and, so far, delinquency rates on business loans at banks have increased only marginally. This development, in part, highlights banks' ability to work with borrowers that have been hurt by the COVID event as laid out in supervisory guidance provided by the federal banking agencies.",14,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"Another downside risk in the business sector is the strains to commercial real estate (CRE), particularly in retail and hospitality properties. CRE was a prominent concern before COVID, although one that seemed quite manageable. Since then, vacancy rates have risen significantly and rents have fallen sharply, putting at risk the high valuations that our May Financial Stability Report flagged as a vulnerability.",15,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"The sharp decrease in output and employment, as well as continued slack in the economy, have put downward pressure on wages and the prices of goods and services affected by the COVID event. The 12-month increase in the price index for personal consumption expenditures (PCE) dropped to about 0.5 percent in April. Although the recovery since then has helped prices retrace some of those declines, PCE inflation was still only 1 percent for the 12 months ended in July and is likely to end 2020 well below our 2 percent longer-run target.",16,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"Indicators of future inflation do not point to rapid acceleration. Market measures of inflation expectations decreased sharply earlier this year before recovering to their previous levels recently, and inflation expectations in some surveys of professional forecasters have ticked down. The Committee will be closely watching for a further recovery of inflation and signs that inflation expectations remain well anchored as we set monetary policy.",17,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"Monetary Policy, Short Term and Longer Term
In the near term, with both employment and inflation significantly short of the FOMC's economic goals, the prescription is for a sustained aggressive use of monetary policy to support the economy. In March, the FOMC cut the federal funds rate effectively to zero and began purchasing large quantities of Treasury and agency mortgage-backed securities. Over the following weeks, the Federal Reserve Board used our emergency authority to establish 13 lending facilities to provide support to households, financial firms, nonfinancial businesses, nonprofit organizations, and municipal governments. We also took steps, including extending dollar swap lines to other central banks, to address strains in global dollar funding markets.",18,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"Taking a step back, beginning in 2019, the FOMC undertook a public review of the conceptual framework for how we approach monetary policy. And last month, the FOMC updated its Statement on Longer-Run Goals and Monetary Policy Strategy, which I will call the ""consensus statement.""",19,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"I want to emphasize the very public and deliberative nature of this policy review under the leadership of Chair Powell and Vice Chair Richard Clarida. Through a series of 15 public Fed Listens events, we received input from a broad spectrum of people: small business leaders, union workers, retirees, prominent outside researchers, and others. The FOMC also had the benefit of extensive research and analysis from Fed staff and debated the issues at a series of FOMC meetings. This process set a new and very high standard for transparency and accountability for the Fed, and we have committed to conducting such reviews roughly every five years.",20,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"I believe the new consensus statement lays out a strategy that is suited to the demands of setting monetary policy in our constantly changing economy. Let me begin by focusing on two key conclusions. First, over the past two decades, the prevailing level of interest rates in many advanced economies has declined, leaving central bankers with less room to cut interest rates when the economy slows. In addition, experience over the past few decades has shown us that the traditionally strong relationship between unemployment and inflation has weakened, perhaps considerably. We saw this weakening relationship in the United States, as the robust expansion before the COVID event led to historic and broad-based labor market gains. Not only did the unemployment rate drop to long-time lows, but the wages of low- and moderate-income workers also accelerated, and unemployment rates for historically disadvantaged groups fell to record lows. Yet inflation continued to run modestly below our symmetric 2 percent target, for almost the entire period, and long-term interest rates remained very low by historical standards. This recent experience in the United States, which has also played out elsewhere, has led to a growing consensus in the economics profession that the relationship between unemployment and inflationâcommonly known as the Phillips curveâhas flattened.",21,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"Therefore, given the considerable benefits that we observed when unemployment fell to very low levels in recent years, the Committee determined that a low unemployment rate, unless accompanied by worrisome developments in inflation or other risks that could impede the attainment of our goals, would not necessitate a policy response. We capture this change in the revised consensus statement by tying future policy decisions to ""shortfalls of employment from its maximum level"" rather than to ""deviations"" from the maximum level as in the previous statement. The new framework statement also highlights that the maximum level of employment is a broad-based and inclusive goal, and it reiterates that the Committee will review a wide range of indicatorsânot just the unemployment rateâin its assessments of that level. I believe these changes to the way the FOMC responds to labor market conditions will result in a stronger economy without jeopardizing our commitment to low and stable inflation. In fact, I think that meeting our longer-run goal of 2 percent inflation as defined by the 12-month change in the overall PCE price index, which is unchanged by this revision, will help achieve the kind of labor market outcomes we have experienced in recent years.",22,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"And that is a good segue into the other major change in the consensus statement that I want to address today. Even before the COVID event pushed inflation down to very low levels this year, PCE inflation had been running modestly below 2 percent for some time, and some measures of inflation expectations had decreased to the low ends of their historical ranges. These developments certainly bear watching, especially if inflation were to remain lower than it had been in previous years or if inflation expectations were to decrease further. A decrease in inflation expectations can lead to a downward spiral in actual inflation, which would further reduce already low equilibrium nominal interest rates and, among other consequences, leave the FOMC with less flexibility to address future economic slowdowns.",23,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"In order to better anchor long-run inflation expectations at 2 percent, the consensus statement makes a distinct change from the old approach. The Committee will seek to achieve inflation that averages 2 percent over time, which means that we will aim to achieve inflation moderately above 2 percent for some time following periods when inflation has been persistently below 2 percent.",24,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"In the previous consensus statement, the FOMC committed to a 2 percent longer-run goal for inflation that was to be ""symmetric."" This wording already suggested some tolerance for inflation above 2 percent when it was consistent with meeting our employment mandate, and I certainly never viewed 2 percent inflation as a ceiling. One reason to be comfortable with inflation at times running moderately above 2 percent is that defining and measuring inflation are very much an inexact science. For that reason, I have always considered alternative indicators of inflationâsuch as the Dallas Fed trimmed mean and, of course, core inflationâin my assessment of the likely longer-run path for the headline PCE price index. As a result, as long as inflation expectations remain well anchored close to 2 percent, modest deviations of any particular measure of inflation around 2 percent are not a first-order concern in my decision framework. In fact, I likely will be even more patient in reacting to small upward deviations, given the Committee's move to focus on shortfalls of employment from maximum employment rather than deviations.",25,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"For those reasons, I supported the action that the FOMC took last week at our September meeting to update the forward guidance to be consistent with the consensus statement for these extraordinary times. Although we have seen the beginnings of a strong recovery, even optimistic forecasts suggest that it will take a long time to recover fully from this shock. Evidence suggests that our actions to date have had significant stimulative effects. By providing additional monetary policy accommodation through stronger, outcomes-based forward guidance, the Committee hopes to quicken the pace of the recovery.",26,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"Implications for Banks and Financial Stability
Now let us consider some of the implications of the COVID event for banks and for financial stability. Large U.S. banks entered this crisis in strong condition, and the Federal Reserve has taken a number of important steps to help bolster banks' resilience. We took the unprecedented step of prohibiting share repurchases in the third quarter for large banks while also capping dividends. In addition, we required all banks to reassess their capital needs in the face of continued uncertainty and resubmit their capital plans. Last week, we released a baseline and two hypothetical recession scenarios that will be used by banks and the Fed to assess the resilience of the sector, and we will release bank-specific results from our independent assessment before the end of the year.",27,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"Nonbank financial firms, especially those engaged in liquidity transformation, experienced acute strains in March. Despite the apparent success of some nonbank regulatory reforms in the United States, such as efforts to increase the resilience of money funds, the Board of Governors again needed to provide significant emergency support. This is why, at the Financial Stability Board, I have put together a senior group of market regulators and central bank governors to develop a holistic review of the March stresses in nonbank finance. We will deliver that review to the G20 in November, together with a work plan on potential methods to address the vulnerabilities that may amplify stresses in funding markets.",28,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"Conclusion
In conclusion, the COVID event was an enormous economic shock in the first half of 2020, but a recovery is underway, and the world seems to be adjusting in ways that allow us to address public concerns about the virus without sudden stops in economic activity. A full recovery is still a good way off, however, and risks remain weighted to the downside. Policymakers will need to remain vigilant.",29,Vice Chair for Supervision Randal K. Quarles,9/23/2020,Optimism in the Time of COVID
"It is a pleasure to be back at the Urban Institute with Sarah Rosen Wartell to discuss the Federal Reserve's efforts to strengthen the Community Reinvestment Act (CRA) regulation. Today the Federal Reserve Board unanimously approved an advance notice of proposed rulemaking (ANPR) that would strengthen, clarify, and tailor the CRA regulation to better meet the law's core purpose.",0,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"The CRA's History and Purpose in Relation to Today's Challenges
The CRA was one of several landmark civil rights laws to address systemic inequities in credit access. The CRA was intended to reinforce the other statutes in addressing redlining, wherein banks declined to make loans or extend other financial services in neighborhoods of largely Black and other minority households, in part based on government maps that literally delimited these neighborhoods in red as high credit risks (figure 1). By enacting the CRA, lawmakers aimed to reverse the disinvestment associated with years of government policies and market actions that deprived lower-income and predominantly minority areas of credit and investment.",1,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"Even with these critical laws, the legacy of discriminatory lending and systemic inequity in credit access remains in evidence today. The typically minority neighborhoods demarcated in red in the old color-coded maps tend to be characterized by worse economic performance and opportunity even today. Beyond these specific neighborhoods, research and surveys indicate that there are ongoing racial disparities in access to credit. As of 2019, small businesses with Black ownership were only half as likely as those with White ownership to have obtained bank financing in the previous five years (figure 2). In 2016, the ""wealth gap [was] roughly the same as in 1962, two years before the passage of the Civil Rights Act of 1964."" And the gap in homeownership rates between Black and White households remains significant today, even when controlling for differences in income and education.",2,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"Recent events have highlighted and exacerbated these challenges. When I last joined you at the Urban Institute to discuss the CRA,  we did not know the tremendous hardship and heartache the COVID-19 pandemic would cause, especially for groups with thin financial buffers, including many low- and moderate-income (LMI) neighborhoods, Black and Latinx workers, and workers and entrepreneurs affiliated with small businesses. In parallel, the tragic death of George Floyd has ignited a national discussion about racial injustice and a renewed commitment to take action to address systemic inequity.",3,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
The CRA is a seminal statute that remains as important as ever as the nation confronts challenges associated with racial equity and the COVID-19 pandemic. We must ensure that the CRA is a strong and effective tool to address ongoing systemic inequities in access to credit and financial services for LMI and minority individuals and communities.,4,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"By conferring an affirmative obligation on banks to help meet the credit needs in all of the neighborhoods they serve, the CRA prompts banks to be not only more active lenders in LMI areas but also important participants in broader efforts to revitalize communities across the country. Research shows the CRA has positive effects on access to capital and financial services for communities, including home mortgages, small business loans, and services offered at local bank branches. Reforms to the CRA should strengthen the engagement between banks and their communities and advance the law's core purpose of addressing disinvestment and unequal access to credit.",5,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"The ANPR that the Federal Reserve released today incorporates ideas from public comments on past rulemaking notices, research, and our discussions with the other banking agencies. Our proposal also reflects extensive outreach through the 29 CRA roundtables we held across the country with community and industry leaders and community members. I traveled to Colorado to participate in the first roundtable and to hear from women and minority small business owners about the loans that are enabling their businesses to thrive and the bankers who are providing credit and community development activities in their communities. I made similar visits to communities in areas ranging from El Paso's colonias to Kansas City, from Pine Ridge to Milwaukee, from the Mississippi Delta to Ferguson, Missouri, and from Hazard, Kentucky, to Rochester, New York. Despite wide variations, in all of these places, I met people working to strengthen their communities.",6,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"To ensure its continued effectiveness in supporting these efforts, the CRA regulation must evolve along with the landscape of banking and community development. To that end, the Board's ANPR seeks to advance the CRA's core purpose of addressing inequities in credit access and ensuring an inclusive financial services industry. In addition, the ANPR seeks to provide more certainty and consistency, tailor expectations to local conditions and bank business models, and minimize burden. Finally, we intend for the feedback on the ANPR to provide a foundation for the banking agencies to converge on a consistent regulatory approach that has broad support among stakeholders. Guided by these broad goals, I will discuss the key changes we are proposing.",7,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"Advancing the Core Purpose of the CRA
Promoting Financial Inclusion
We seek to modernize the CRA in a way that significantly expands financial inclusion. By being inclusive in their lending and investing, banks help their local communities to thrive, which in turn benefits their core business. The recognition of this mutually beneficial relationship between banks and their local communities is one of the core strengths of the CRA.",8,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"To strengthen the CRA's role in financial inclusion, the ANPR proposes to expand and clarify CRA-eligible activities that support minority depository institutions (MDIs), community development financial institutions (CDFIs), women-owned financial institutions, and low-income credit unions. Given the disproportionate impact of COVID-19 on communities of color, it is important to support the institutions that have a mission to serve the families, entrepreneurs, and homeowners in these communities. In May, Governor Miki Bowman and I heard from leaders of Federal Reserve-regulated MDIs about how COVID had hit their communities and the proactive efforts MDIs were taking to bolster their communities' resilience by extending credit to existing and new customers, calling each borrower that applied for a Paycheck Protection Program loan to help them navigate the process, and working with customers to modify and defer payments on existing loans. The Board's proposal would clarify that banks can receive credit for partnerships with MDIs and other mission-oriented institutions on a nationwide basis, and that such activities would be considered as part of a potential pathway to an ""outstanding"" rating. Furthermore, for regulated MDIs, investments in other MDIs and in their own institutions could be considered as enhancing their CRA performance.",9,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"Moreover, the ANPR proposes to designate certain areas, based on persistent inequities, where banks could receive credit for community development activities that often lie beyond the boundaries of a bank's branches. For instance, many of the places that I have visited, such as in the colonias, the Mississippi Delta, Appalachia, and Indian Country, have few bank branches and are located outside of branch-based assessment areas. Banks need to be confident about receiving CRA credit to seek out activities and investments in these areas.",10,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"The ANPR raises a variety of additional ideas that could be significant for financial inclusion. It proposes giving banks greater certainty that their community development activities will be considered in broader statewide and regional areas, in addition to activities within their local communities, so that banks could help address needs in ""credit deserts"" if they have the capacity to do so. In considering economic development, the ANPR considers that loans to the smallest businesses, smallest farms, and minority-owned small businesses might be considered impactful and responsive to community needs. In addition, the ANPR proposes elevating the focus on the availability of checking account and savings account products in serving LMI communities.",11,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"Finally, in considering how the CRA's purpose and history relate to the nation's current challenges, the Board seeks feedback on what other modifications and approaches would strengthen the CRA regulation in addressing systemic inequities in credit access for minority individuals and communities.",12,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"Meeting the Needs of LMI Individuals and Communities
It is important for the CRA to ensure that a wide range of LMI banking needs are met. We heard from stakeholder feedback that both retail and community development activities are important in meeting LMI banking needs. Accordingly, we propose to assess large retail banks using a separate Retail Test and a Community Development Test with separate financing and services subtests (figure 3). Separate assessments of retail lending, retail services, community development financing, and community development services will support robust bank engagement with communities through a variety of channels.",13,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"Stakeholder feedback has highlighted that each of these areas is essential to LMI communities. The standalone Retail Lending Test is important to stay true to the CRA's core focus on providing credit in underserved communities. Retail lending is the channel through which a family can get a mortgage to buy its first house and an entrepreneur can get a loan for a small business. Retail services are the channel through which an LMI household might get access to essential services from a local bank branch, such as a low-cost checking account. Community development financing captures bank lending and investments that create and maintain affordable housing, promote economic development, and revitalize and stabilize LMI communities. Community development services include financial counseling for low-income families and important volunteer activities undertaken by bank staff, such as serving on the board of a local nonprofit.",14,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"Some of these activities lend themselves primarily to a qualitative review. For example, the ANPR highlights essential banking services that are responsive to community needs, such as customer support that is provided in multiple languages and flexible branch hours to accommodate LMI customers' work schedules. Although we concluded that the value of services to a local community does not lend itself easily to a monetary value metric, the ANPR proposes introducing quantitative benchmarks where appropriate, such as indicators of whether branch locations are maintained or increased in underserved areas.",15,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"Addressing Changes in the Banking Industry
The ANPR proposes to modernize CRA assessment areas in recognition that reliance on mobile and internet banking has increased in the 25 years since the CRA regulation was last substantially revised. The ANPR still maintains a focus on branches, given their importance to individuals and communities. It also proposes to tailor the facility-based assessment area definition based on bank size.",16,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"For large banks that conduct a significant amount of lending and deposit-taking outside of their facility-based assessment areas, the ANPR presents options for determining where banks should be assessed outside of where their branches are located. Defining lending-based assessment areas is one option, but the preliminary analysis of this approach provided in the ANPR finds that banks' lending outside of their current assessment areas is widely dispersed and often occurs in places that are already well served. Defining deposit-based assessment areas is another option, but it would entail some additional data reporting burden, and we do not currently have the data to analyze this option closely. For internet banks, which lend across a broad area with few or no branch locations, a nationwide assessment area may advance the CRA's goals more effectively than the current practice of assessing these banks solely where they have a headquarters office.",17,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"Providing Certainty and Consistency, Minimizing Burden, and Tailoring Expectations
Providing Clarity, Consistency, and Transparency
The ANPR seeks to provide greater clarity and consistency through tailored performance evaluations. Responding to calls for greater certainty regarding how banks are assessed and rated, the ANPR introduces a metrics-based approach that is calibrated based on over 6,000 written public CRA evaluations. Separating the Retail Test and the Community Development Test provides greater scope to tailor the metrics to local market conditions, which often differ for retail lending and community development financing. This approach would create clear quantitative thresholds for the level of retail lending and community development financing that is needed to achieve a ""satisfactory"" CRA rating.",18,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"For the Retail Lending Subtest, which would apply to large retail banks and any small banks that choose to opt in, banks could earn a presumption of a ""satisfactory"" performance conclusion in an assessment area by reaching clear thresholds of lending to LMI borrowers and neighborhoods in each of their major product lines. The thresholds would be tailored to local market conditions and adjust automatically to reflect changes over the business cycle. They would be based on local data that reflect the credit needs and opportunities among LMI individuals, communities, small businesses, and small farms and on market data that reflect the level of LMI lending in the area by all lenders. Federal Reserve analysis confirms there are large differences in LMI lending opportunities among assessment areas, which illustrates the importance of tailoring the retail lending thresholds to the needs of the local community (figure 4). The ANPR also considers using the same metrics relative to performance ranges to produce a recommended Retail Lending Subtest conclusion of ""outstanding,"" ""satisfactory,"" ""needs to improve,"" or ""substantial noncompliance."" We encourage commenters to make use of the CRA Analytics Data Tables that we published in March in order to evaluate the presumption threshold options and performance ranges and provide feedback.",19,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"For the Community Development Financing Subtest, the Board is proposing to measure a large retail bank's community development loans and investments relative to its deposits in each assessment area. The thresholds for the Community Development Financing Subtest would be calibrated using local and national data. When we looked at past performance evaluations, we found that community development financing varies widely across different assessment areas, likely reflecting different levels of community development capacity and the unique needs and challenges of different communities. For example, in San Diego, California, the total dollar amount of banks' community financing activities relative to their deposits is three times higher than in Little Rock, Arkansas (figure 5). In addition, metropolitan areas overall have a higher level of community development financing relative to deposits than rural areas overall. For these reasons, it is important to tailor the Community Development Financing Subtest using thresholds that account for these differences and adjust automatically to changes over time.",20,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"To provide certainty and transparency, the retail lending and community development financing thresholds would be made available in simple, regularly updated dashboards that banks could use to compare their level of activity to the thresholds in each assessment area (figure 6). For example, a dashboard for the Retail Lending Subtest could show the thresholds that a large retail bank should reach for each of its major product lines to receive the presumption of ""satisfactory,"" including the percentage of loans to LMI borrowers and the percentage of loans to LMI neighborhoods.",21,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"Tailoring Performance Evaluations to Bank Size and Business Model
The proposed separate subtests would also ensure expectations are tailored to the size and business models of different banks. It is important for smaller banks to be able to remain under the current more qualitative approach if they so choose. Accordingly, small retail banks could continue to be evaluated under the current CRA framework, but they would have the option to have their retail lending evaluated under the metrics-based Retail Lending Subtest. Small banks could also elect to have their retail services and community development activities evaluated.",22,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"Wholesale and limited purpose banks would be evaluated only on their community development activities. The ANPR solicits feedback on options for additional tailoring and flexibility for these institutions, which do not lend themselves to evaluation under the same metrics that would be applicable to large retail banks.",23,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"Minimizing Data Collection and Reporting Burden
The ANPR seeks comment on striking an appropriate balance between providing greater certainty for how banks are assessed through the increased use of metrics and minimizing the associated data collection and reporting burden. In an effort to reduce burden, the proposed metrics would rely to the greatest extent possible on existing data collections and public data sources, and the approach would exempt small banks from deposit and certain other data collection requirements.",24,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
"Large banks currently report community development loans at an aggregated level. A bank may also share information with its examiner on its community development loans and investments in a specific assessment area during a CRA exam. However, the bank does not formally report data on these activities for each assessment area, nor are the data currently available through other sources. Without reporting data more consistently to provide the basis for comparison, it would be difficult to measure and evaluate a large bank's community development performance in a more consistent and predictable way.",25,Governor Lael Brainard,9/21/2020,Strengthening the CRA to Meet the Challenges of Our Time
