text,index,speaker,date,title
"To see why these two simple observations can be so consequential, we need only go back to the work of another great economist from the past. In John Maynard Keynes's General Theory, this contrast between equilibrium and actual interest rates was at the heart of the so-called liquidity trap, a situation where the equilibrium interest rate is so low that even a zero (or slightly negative) nominal interest rate is not low enough to stimulate economic activity. Keynes's bottom line was that, when the economy falls into the liquidity trap, traditional monetary policy loses its effectiveness and fiscal policy has to be used for countercyclical stabilization. And here lies the first reason why we should be concerned about chronically low interest rates: When the equilibrium interest rate is very low, the economy is more likely to fall into the liquidity trap; it becomes more vulnerable to adverse shocks that might render conventional monetary policy ineffective.",10,Vice Chairman Stanley Fischer,10/5/2016,Low Interest Rates
"Of course, as we have all learned over the past several years, unconventional monetary policy tools developed and used since the Great Recession--such as large-scale asset purchases and extended forward guidance--have significantly mitigated concerns about the liquidity trap. Nonetheless, the question of whether unconventional tools are perfect substitutes for cutting short-term interest rates remains a topic of active research.",11,Vice Chairman Stanley Fischer,10/5/2016,Low Interest Rates
"Let me briefly mention a second reason for worrying about ultralow interest rates: The transition to a world with a very low natural rate of interest may hurt financial stability by causing investors to reach for yield, and some financial institutions will find it harder to be profitable. On the whole, however, the evidence to date does not point to notable risks to financial stability stemming from ultralow interest rates. For instance, the financial sector has appeared resilient to recent episodes of market stress, supported by strong capital and liquidity positions.",12,Vice Chairman Stanley Fischer,10/5/2016,Low Interest Rates
"Last but definitely not least, a very low natural rate of interest is worrisome because it may reflect more deep-seated economic problems. For instance, economic theory--along with some empirical evidence--suggests that real interest rates and the growth of real GDP tend to move together over the long run. Thus, a decline in longer-run equilibrium real rates--as suggested by my observations today and by the careful work of Laubach and Williams--could be yet another indication that the economy's growth potential may have dimmed considerably. This deeply concerning conjecture--which suggests that the slowdown of productivity growth that we have experienced in recent years could be long lasting--has played an important role in Larry Summers's revival of the ""secular stagnation"" hypothesis.",13,Vice Chairman Stanley Fischer,10/5/2016,Low Interest Rates
"Given what a fall in the natural rate of interest might mean for economic performance for years to come, we should reflect on the forces that may have caused that decline--my third question--and on what, if anything, can be done to reverse them--my fourth and last question.",14,Vice Chairman Stanley Fischer,10/5/2016,Low Interest Rates
"Ultimately, the level of the natural interest rate reflects businesses', households', and governments' saving and investment decisions over the medium to longer run. Indeed, the saving-investment channel provides a useful framework for thinking about the relationship between the natural rate and the growth rate of potential GDP. For instance, a lasting slowing in the pace of technological innovation--a key determinant of potential growth--may result in fewer profitable opportunities for businesses, which could dampen their propensity to invest in physical capital. At the same time, households might see the slower pace of technological innovation as reducing their future income prospects, which could increase their propensity to save. If persistent, this slowing in the growth rate of potential GDP--and the resulting combination of lower investment and higher saving propensities--would put downward pressure on the natural rate of interest.",15,Vice Chairman Stanley Fischer,10/5/2016,Low Interest Rates
"More generally, any persistent factors that affect saving and investment decisions will also affect the natural rate. Recent studies point to trends that may have had a sizable and lasting effect on the balance between saving and investment at the macro level. Some of these trends may have worked more directly on the demand for investment goods, whereas others may have had a more direct bearing on saving. Potential factors that others have mentioned as having contributed to reduced investment in physical capital include heightened economic uncertainty in the aftermath of the Great Recession and the lower physical capital needs of many of today's growing firms, particularly information technology firms. On the saving side, some researchers have noted that high saving rates in some emerging market countries, combined with a lack of suitable domestic investment opportunities in those countries, may have put downward pressure on interest rates in advanced economies. Others have raised the possibility that the trauma associated with the Great Recession may have contributed to a persistent increase in precautionary saving and greater demand for safe and liquid assets.",16,Vice Chairman Stanley Fischer,10/5/2016,Low Interest Rates
"Thus, both increased saving and reduced investment have potentially driven the sizable decline in the natural rate of interest. If some of the forces behind these shifts prove to be quite persistent, then we could be stuck in a new longer-run equilibrium characterized by sluggish growth and recurrent reliance on unconventional monetary policy.",17,Vice Chairman Stanley Fischer,10/5/2016,Low Interest Rates
"Nonetheless, there is a silver lining. Monetary and fiscal policies could ameliorate some, though not all, of the potential causes of ultralow rates--such as excessive precautionary saving and weak demand for physical capital. In other words, ultralow interest rates are not necessarily here to stay, especially if the right policies are put in place to address at least some of their root causes.",18,Vice Chairman Stanley Fischer,10/5/2016,Low Interest Rates
"What are some of these policies? First, transparent and sound monetary policies here and abroad have helped mitigate downside risks and improve economic conditions, likely boosting confidence in the sustainability of the recovery. Without them, we probably would have had a more pronounced increase in precautionary saving and a deeper decline in fixed investment, which together would have put additional downward pressure on the natural rate of interest and, more important, further damaged the economy's growth potential.",19,Vice Chairman Stanley Fischer,10/5/2016,Low Interest Rates
"But, second, the virtues of sound monetary policy notwithstanding, we must not forget, as former Fed Chairman Ben Bernanke reminded us on numerous occasions, that ""monetary policy is not a panacea."" For instance, as I mentioned recently elsewhere, policies to boost productivity growth and the longer-run potential of the economy are more likely to be found in effective fiscal and regulatory measures than in central bank actions. Some combination of improved public infrastructure, better education, more encouragement for private investment, and more-effective regulation is likely to promote faster growth, which would increase the natural rate of interest and, thus, reduce the probability that we may find ourselves again struggling to avoid Keynes's infamous liquidity trap. If the natural rate can be lifted by appropriate policies, the economic near-stagnation that many countries have experienced in recent years may well turn out not to be that secular after all.",20,Vice Chairman Stanley Fischer,10/5/2016,Low Interest Rates
"We recognize the potential of distributed ledger technology, or blockchain, to transform the way financial market participants transfer, store, and maintain ownership records of digitized assets. The genuinely innovative aspect of distributed ledger technology combines a number of core elements that can be used to support the transfer process and distributed recordkeeping for digital assets and digital representations of assets. These elements include peer-to-peer networking and distributed data records, which provide broadly shared access to a single ledger across participants in the system, so that all participants maintain a shared, accurate history of all transactions in the system. In addition, cryptography provides a secure way to initiate a valid transaction as well as to securely transmit and store data. And consensus algorithms provide a process for transactions to be confirmed and added to the single ledger, which is an important feature when more than one participant has permission to propose updates to the ledger. We are paying close attention to distributed ledger technology, or blockchain, recognizing this may represent the most significant development in many years in payments, clearing, and settlement. ",0,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"The Federal Reserve Board has established a working group that is engaged in a 360-degree analysis of financial innovation across the broad range of our responsibilities, drawing on engagement with industry stakeholders and on expertise from across the Federal Reserve System, including in supervision, consumer protection, financial stability and information technology. One important area of oversight is the payments system, where technology changes are viewed through the prism of our responsibilities for promoting the safety and efficiency of the payments and settlements systems; supervising financial institutions engaged in payments, clearing and settlement; and safeguarding financial stability. We want to maintain public confidence in the payments system, while supporting innovation that provides broadly shared benefits to the public over time, including through the reduction of unnecessary frictions, costs, and delays.",1,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"Illustrative Use Cases
Let me briefly mention a few of the use cases that we have explored in our discussions with industry stakeholders in order to illustrate the potential of distributed ledger technologies to improve payments, clearing, and settlement, as well as the considerations that are important to us in our assessment of benefits and risks.",2,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"In cross-border payments and trade finance, significantly faster processing and reduced costs relative to the long and opaque intermediation chains associated with current methods of correspondent banking are promising potential benefits of the technology. Reducing intermediation steps in cross-border payments may help decrease time, costs, and counterparty risks and may materially diminish opacity, for instance by enabling small businesses or households remitting payments across borders to see the associated transfer costs and processing times up front. In trade finance, where document-intensive processes are not fully automated, distributed ledger technology may be able to reduce significant costs and speed up processing associated with issuing and tracking letters of credit and associated documents. To see the full potential of this technology realized for cross-border payments, it will be important to identify and track identities associated with the transactions, which in itself may be facilitated by the use of distributed ledgers, depending on their design.",3,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"In securities markets, the industry is exploring activities ranging from the issuance of securities on a distributed ledger, to the clearing and settlement of trades, to tracking and administering corporate actions. For securities clearing and settlement in particular, the potential shift to one master record shared ""simultaneously"" among users of a distributed ledger-based system could be compelling. Sharing one immutable record may have the potential to reduce or even eliminate the need for the reconciliation of multiple records linked to a single trade among and between dealers and other organizations. In concept, such technology could lead to greater transparency, reduced costs, and faster settlement. Likewise, distributed ledgers may improve collateral management by improving the tracking of ownership and transactions. Nonetheless, as is frequently true in the complex arena of payments, clearing, and settlement, we can also expect that practical details covering a host of technical, business, and market issues will have an important role in determining how new technologies ultimately perform.",4,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"For commodities and derivatives, there are projects to streamline some of the more antiquated corners of the markets. In markets that are heavily paper-based and lack any central means for coordination, distributed ledger technology could potentially be leveraged to provide coordination that facilitates exchange, clearing, and settlement of obligations.",5,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"A related development is the potential coupling of distributed ledger protocols with self-execution and possibly self-enforcement of contractual clauses, using so-called ""smart contracts."" To take a familiar example, for a corporate bond with a specified par value, tenor, and coupon payment stream, a smart contract would automatically execute payments on the specified schedule to the assigned owner over the life of the bond. Although the idea of automating certain aspects of contracts is not new, and banks do some of this today, the potential introduction of smart contracts does raise several issues for consideration. For example, what is the legal status of a smart contract, which is written in code? Would consumers and businesses rely on smart contracts to perform certain services traditionally done by their banks or other intermediaries? Could the widespread automated interaction of multiple counterparties lead to any unwanted dynamics for financial markets? These and other considerations will be important factors in determining the extent of the application of smart contracts.",6,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"Regardless of the application, much of the industry is at a ""proof of concept"" stage of development. These proofs of concept are often simple, experimental uses of the technology on a small scale that help stakeholders understand the potential and limitations of the technology for a specific purpose, which in turn typically lead to refinements and more developed proofs of concept. As such, many potential applications are in their infancy, and the industry may still be several years away from an application that is ready to be fully implemented. Even so, the industry seems to be making announcements daily on new proofs of concept and progress that may lead to pilots, so that timeline could accelerate. In some cases, there have been announcements the technology will be used within the next year or two in actual production environments. The initial relatively simple proofs of concept must be followed by much more complex demonstrations in real-world situations before these technologies can be safely deployed in today's highly interconnected, synchronized, and far-reaching financial markets.",7,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"Although many private and inward-facing projects are being explored, the industry has also recognized the need to collaborate at early stages of development. An important positive development is that industry participants are actively engaging with each other to look for common approaches. Some groups are creating standards that facilitate common platforms to enable greater interoperability of often proprietary applications that are built on them and interoperate through application program interfaces, or APIs.",8,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"In coming months and years, innovators, investors, and financial practitioners will no doubt make important strides in addressing key challenges such as adopting common standards, achieving interoperability between and among legacy systems and evolving distributed ledgers, improving scalability and computational throughput, and improving cryptographic security. These are positive developments that we will monitor closely.",9,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"Managing Risks
All of this activity demonstrates that we are in a very innovative period. The industry is eager to get on with adopting the various possibilities that distributed ledger technology may bring. However, established players and, increasingly, new entrants understand that there are important guardrails that have been carefully developed over many years in the arena of payments, clearing, and settlement. The safety and soundness of financial institutions, safety and efficiency of the payment system, and broader financial stability are critical to a healthy financial environment that fosters innovation with broad public benefits over the long run. We expect the private sector to bear important responsibility for developing and deploying new financial technologies in a safe and sound manner, even as we all seek an innovative and efficient payment system over the long run. The deployment of any new financial technology must be undertaken with a thorough understanding and management of risks.",10,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"Like many new financial technologies, distributed ledgers could ameliorate or exacerbate traditional financial risks. What matters to us as policymakers and regulators is not only whether the migration to a new technological platform increases or reduces risks, but also whether risks are rendered more or less opaque, and how they are distributed among and between financial intermediaries and end users. In the payments, clearing, and settlement arena, some important risk areas for consideration include settlement, operations, and cybersecurity, as well as money laundering and terrorist financing. In managing risks, important considerations include system resiliency and governance as well as the role of licensing in ensuring proper oversight.",11,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"In securities settlements, for example, a difference in timing between the delivery of securities and the delivery of funds introduces settlement risk between counterparties and other institutions involved in this process. To the extent that distributed ledger technologies are designed to supplant the traditional reliance on trusted intermediaries to ensure settlement, they will need to reliably demonstrate their ability to mitigate or even eliminate settlement risk, especially in cases where the delivery of the securities and the associated payment take place on different platforms.",12,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"Traditional payment, clearing, and settlement are subject to operational risk, and it is critically important that new technologies operate reliably, securely, and with integrity. The daily operation of markets and their clearing and settlement functions are built on trust and confidence. Market participants trust that clearing and settlement functions and institutions will work properly every day. Confidence has built over time that when market participants trade, accurate and timely clearing and settlement will follow.",13,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"Thus, robust security is an important element of any system. The distributed nature of this new technology, combined with the fact that many connected participants can update the shared ledger, means that end-point security is another critical component of any successful implementation of the technology. Adverse actors that can take over a participant's access to the ledger remains a key security concern, as thefts of cryptographic keys in Bitcoin continue to demonstrate. Thus, advances in cryptography will remain a key priority to enable widespread adoption of distributed ledger technologies, along with systems for securing private keys, the management of access to private keys, and differentiated permissions for participants in the system to read and write to the ledger. Recent episodes have illustrated the importance of having protocols agreed at the outset to determine whether and under what circumstances to reverse transactions once they have been recorded in a distributed master ledger.",14,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"Finally, it will be important that users and administrators of distributed ledger technologies can meet their responsibilities to combat money laundering, terrorist financing, and other key law enforcement concerns. Some of the new technologies would potentially allow authorized access to certain data records in a much more efficient manner than has previously been possible. For example, distributed ledgers could be developed to collect personally identifiable information and country identifiers that enable banks to identify and report on suspicious activity. It will be important that these new technological developments and their implementation perform in a safe and sound manner that is transparent and satisfies regulatory requirements.",15,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"While prevention will remain the preferred approach, realistically, resiliency and recovery will also need to be high-priorities. Indeed, many firms have suggested that the distributed data storage concept has the potential to increase the level of resiliency and data integrity. The basic idea is it should be harder to corrupt multiple copies of the same data simultaneously such that digital ledgers could reduce the vulnerability associated with a single point of failure. We must press firms and experts to identify the strengths and vulnerabilities of this concept, even as we all look for ways to make databases more secure and resilient. In an interesting development, some financial institutions have also begun to consider using distributed ledgers to back up critical databases and enable quick recovery from potentially virulent cyberattacks. We will be interested in whether such techniques can make new contributions to cybersecurity.",16,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"Overall, the public needs to have confidence that any system employing distributed ledgers will operate properly, particularly in stressed conditions, and know that when adverse scenarios do occur, there will be robust management and governance to respond effectively. Recent events, such as thefts from accounts on distributed ledger platforms, highlight the challenge that distributed ledgers may have when adverse scenarios occur and there is uncertainty around what an appropriate response would be. Such uncertainty around management and governance can raise doubts about the integrity of a system employing distributed ledgers.",17,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"Traditionally, financial regulators in the United States have been given licensing authority as a key way of ensuring that responsibility for managing risks is transparently assigned with appropriate oversight. The development of new business models associated with evolving financial technologies has raised questions about the applicability of existing licenses and their adequacy to new business models. For instance, the Monetary Authority of Singapore recently issued a consultation paper that proposes an activity-based payments framework as a way to address the introduction of non-traditional payment providers. The United States has seen several noteworthy recent developments, including the New York State Department of Financial Services' BitLicense, a distributed ledger company, securing Federal Reserve Bank of New York approval for participation in the National Settlement Service, and, most recently, discussion by the OCC of a limited-purpose charter.",18,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"Ongoing Engagement
Because of the notable potential of distributed ledger technology, financial authorities, both domestic and international, will follow these developments with keen interest. At the Federal Reserve, we expect to publish a research paper later this year that summarizes some of the key findings from our industry engagement so far. Going forward, we will continue to deepen our engagement with a range of financial institutions, technologists, multi-stakeholder consortia, and academic experts to refine our understanding of the new technologies, along with their possibilities and limitations, with a particular focus on our responsibilities for the payments system, as well as our oversight of financial market intermediaries. We will also continue to discuss these issues with other central banks and authorities around the world. We will work together to foster socially beneficial innovation, while insisting that risks are thoroughly understood, managed, and controlled.
 ",19,Governor Lael Brainard,10/7/2016,"Distributed Ledger Technology: Implications for Payments, Clearing, and Settlement"
"
      With Friday morning's labor market data prominently in the news, I will start with the labor market and end with a discussion of monetary policy. 
",0,Vice Chairman Stanley Fischer,10/9/2016,The U.S. Economy and Monetary Policy 
"
      Recent reports pertaining to the labor market, including Friday's release, have been solid, showing continued improvement. So far this year, payrolls are reported to have increased by 180,000 per month. That is down from last year's gains of 230,000 per month but well above what is needed to provide jobs for new entrants into the labor force. Despite the strong job growth, the unemployment rate, at 5 percent in September, has essentially moved sideways this year as individuals have come back into the labor market in response to better employment opportunities and higher wages. As a consequence, the labor force participation rate has edged up against a backdrop of a declining longer-run trend owing to aging of the population. This increase is a very welcome development.
    ",1,Vice Chairman Stanley Fischer,10/9/2016,The U.S. Economy and Monetary Policy 
"
      All told, with the unemployment rate not far from levels that most Federal Open Market Committee (FOMC) participants view as normal in the longer run and the rise in the participation rate, I see the U.S. economy as close to full employment, with some further improvement expected.
    ",2,Vice Chairman Stanley Fischer,10/9/2016,The U.S. Economy and Monetary Policy 
"
      Real gross domestic product (GDP) rose at a subdued 1 percent pace during the first half of the year and only 1-1/4 percent over the past four quarters. This pace likely underestimates the momentum in aggregate demand because it includes a sizable inventory correction that began early last year. It is likely that this correction has by now run its course, and most analysts are expecting inventories to make a positive contribution to demand over the second half of the year and for GDP to increase in the neighborhood of 2-3/4 percent. 
",3,Vice Chairman Stanley Fischer,10/9/2016,The U.S. Economy and Monetary Policy 
"
      Household spending has been the main contributor to real GDP growth over the past four quarters, and, with solid gains in employment and household income and upbeat consumer sentiment, this sector should continue to support growth over the second half of the year. In contrast, residential construction has cooled this year despite rising home prices and low interest rates. Housing starts have been moving sideways, suggesting little pickup in construction over the near term.
    ",4,Vice Chairman Stanley Fischer,10/9/2016,The U.S. Economy and Monetary Policy 
"
      In addition, business investment spending has been weak, held down in part by declining activity in the energy sector, which has obviously been hard hit by the steep drop in oil prices. The recent stabilization of rig counts in the United States suggests that this source of restraint on business investment may be coming to an end. That said, business investment outside of the energy sector has been unusually soft for the past three quarters, and this weakness will bear close watching. Perhaps investment is being held down as firms respond to the flat trajectories for manufacturing and exports, reflecting subdued foreign demand and the appreciation of the dollar since mid-2014. Another possibility could be that firms are reassessing the prospects for growth and profitability in an environment of weak productivity growth and are accordingly scaling back investment plans. Notwithstanding these downside possibilities, I expect that business investment will pick up in the second half of the year as the drag from the oil sector wanes and as firms expand capacity to meet rising demand.
    ",5,Vice Chairman Stanley Fischer,10/9/2016,The U.S. Economy and Monetary Policy 
"
      The combination of strong job gains and lackluster GDP growth over the past four quarters reflects exceptionally poor labor productivity growth. Indeed, productivity declined 1/2 percent over the most recent four quarters and has increased only about 1/4 percent per year, on average, since 2011. While improving labor market conditions have led to higher household incomes in recent years, the key to improved living standards over the long haul will be a revival in productivity growth--at least to more normal levels, possibly in the range of 1-1/2 percent per annum.
    ",6,Vice Chairman Stanley Fischer,10/9/2016,The U.S. Economy and Monetary Policy 
"
      Foreign economies have been growing at a moderate pace, even in the face of numerous shocks, including concerns about China's exchange regime at the start of the year and Brexit over the summer. The economic effects of the steep appreciation of the dollar that began in mid-2014 have begun to fade, and U.S. exports have returned to growth following a weak 2015.
    ",7,Vice Chairman Stanley Fischer,10/9/2016,The U.S. Economy and Monetary Policy 
"
      Turning to inflation, I believe that transitory effects of the fall in oil prices and the rise in the dollar are the primary reason that inflation has fallen short of the FOMC's 2 percent goal. Total personal consumption expenditures (PCE) inflation was 1 percent in August on a 12-month basis, held down by earlier declines in gasoline prices, but core PCE inflation has moved up somewhat, and its 12-month change stood at 1.7 percent in August. As oil prices and the dollar stabilize, the drag on consumer price inflation from these sources ought to dissipate, and inflation will likely move closer to 2 percent. This projection, however, depends critically on expectations for future inflation remaining reasonably well anchored; as the FOMC has noted, low readings for some indicators of expected inflation deserve close watching.
    ",8,Vice Chairman Stanley Fischer,10/9/2016,The U.S. Economy and Monetary Policy 
"
      Let me now turn to the monetary policy outlook. As you know, at our September meeting, the FOMC decided to keep the target range for the federal funds rate at 1/4 to 1/2 percent. As we noted in the statement, the recent pickup in economic growth and continued progress in the labor market have strengthened the case for an increase in the federal funds rate.  Indeed, in our individual economic projections prepared in advance of the September meeting, nearly all FOMC participants anticipated an increase in the target range for the federal funds rate by the end of this year. Moreover, as economic growth has picked up and some of the earlier concerns about the global outlook have receded, the Committee judged the risks to the U.S. economic outlook to be roughly balanced.
    ",9,Vice Chairman Stanley Fischer,10/9/2016,The U.S. Economy and Monetary Policy 
"
      Given that generally positive view of the economic outlook, one might ask, why did we not raise the federal funds rate at our September meeting? Our decision was a close call, and leaving the target range for the federal funds rate unchanged did not reflect a lack of confidence in the economy. Conditions in the labor market are strengthening, and we expect that to continue. And while inflation remains low, we expect it to rise to our 2 percent objective over time. But with labor market slack being taken up at a somewhat slower pace than in previous years, scope for some further improvement in the labor market remaining, and inflation continuing to run below our 2 percent target, we chose to wait for further evidence of continued progress toward our objectives.
    ",10,Vice Chairman Stanley Fischer,10/9/2016,The U.S. Economy and Monetary Policy 
"
      As we noted in our statement, we continue to expect that the evolution of the economy will warrant some gradual increases in the federal funds rate over time to achieve and maintain our objectives. That assessment is based on our view that the neutral nominal federal funds rate--that is, the interest rate that is neither expansionary nor contractionary and keeps the economy operating on an even keel--is currently low by historical standards. With the federal funds rate modestly below the neutral rate, the current stance of monetary policy should be viewed as modestly accommodative, which is appropriate to foster further progress toward our objectives. But since monetary policy is only modestly accommodative, there appears little risk of falling behind the curve in the near future, and gradual increases in the federal funds rate will likely be sufficient to get monetary policy to a neutral stance over the next few years.
    ",11,Vice Chairman Stanley Fischer,10/9/2016,The U.S. Economy and Monetary Policy 
"
      This view is consistent with the projections of appropriate monetary policy prepared by FOMC participants in connection with our September meeting.  The median projection for the federal funds rate rises only gradually to 1.1 percent at the end of next year, 1.9 percent at the end of 2018, and 2.6 percent by the end of 2019. Most participants also marked down their estimate of the longer-run normal federal funds rate, with the median now at 2.9 percent.
    ",12,Vice Chairman Stanley Fischer,10/9/2016,The U.S. Economy and Monetary Policy 
"
      However, as we have noted on many previous occasions, policy is not on a preset course. The economic outlook is inherently uncertain, and our assessment of the appropriate path for the federal funds rate will change in response to changes to the economic outlook and associated risks.
    ",13,Vice Chairman Stanley Fischer,10/9/2016,The U.S. Economy and Monetary Policy 
Watch live: https://www.bostonfed.org/live,0,Chair Janet L. Yellen,10/14/2016,Macroeconomic Research After the Crisis
"Extreme economic events have often challenged existing views of how the economy works and exposed shortcomings in the collective knowledge of economists. To give two well-known examples, both the Great Depression and the stagflation of the 1970s motivated new ways of thinking about economic phenomena. More recently, the financial crisis and its aftermath might well prove to be a similar sort of turning point. Today I would like to reflect on some ways in which the events of the past few years have revealed limits in economists' understanding of the economy and suggest several important questions I hope the profession will try to answer. Some of these questions are not new, though recent events have made them more urgent. Appropriately, some are addressed by the papers prepared for this conference. Pursuing answers to these questions is vital to the work of Federal Reserve and other economic policymakers, and the Fed is likewise engaged in ongoing research to seek answers.",1,Chair Janet L. Yellen,10/14/2016,Macroeconomic Research After the Crisis
