text,index,speaker,date,title
"Regarding international developments, the recent deterioration in financial market conditions has had effects around the world, but the economies of our major trading partners appear set to continue their expansion.  That growth should continue to stimulate demand for U.S. exports of goods and services.",9,Governor Frederic S. Mishkin,9/10/2007,Outlook and Risks for the U.S. Economy
"Turning to the labor market, payroll employment has weakened.  As reported on Friday, nonfarm payrolls fell 4,000 last month, and private payrolls rose only 24,000.  Smoothing through the recent monthly numbers, private payrolls increased an average of about 70,000 per month over the past three months; this is down from gains near 120,000 per month in the first five months of the year and about 165,000 per month in the second half of 2006.",10,Governor Frederic S. Mishkin,9/10/2007,Outlook and Risks for the U.S. Economy
"As for the economyâs longer-run growth rate, a key determinant is the trend in labor productivity.  As you know, from 1995 to 2000, productivity in the nonfarm business sector increased at an average annual rate of 2-1/2 percent, well above the lackluster pace of the preceding twenty-five years.  Then, remarkably, productivity accelerated further, rising at an average of about 3-1/2 percent per year for the first three years of this decade, despite the challenges of a recession, the fall of the dot-com market, a broad stock market correction, and the terrorist attacks.",11,Governor Frederic S. Mishkin,9/10/2007,Outlook and Risks for the U.S. Economy
"Since the middle of 2004, however, the growth of labor productivity has slowed, registering an average annual rate of about 1-1/4 percent.  Previously, that figure had looked higher, but this summerâs annual revision of the national income and product accounts marked down productivity growth over the 2004 to 2006 period by an average of 0.3 percentage point per year.  Part of the recent deceleration in productivity almost surely reflects a typical cyclical response to a slowing economy.  The difficult questions, of course, are whether some of the recent slowing also reflects a downshift in the underlying trend, and, if so, to what extent?  The latest evidence suggests that structural productivity might be increasing somewhat more slowly than it did during the second half of the 1990s, but the confidence band around any such estimate of trend productivity growth surely is very wide.  These issues remain an area of active debate, the outcome of which will be essential for gauging the economyâs potential rate of growth going forward.",12,Governor Frederic S. Mishkin,9/10/2007,Outlook and Risks for the U.S. Economy
"Let me turn now to inflation and inflation dynamics.  Over the past year, the price index for total personal consumption expenditures (PCE) rose 2.1 percent, down from nearly 3-1/2 percent during the comparable period twelve months earlier.  Recently, topline inflation has been boosted by sizable increases in food prices; energy-price increases slowed considerably over the past twelve months after sizable advances in earlier years.  Excluding food and energy, core PCE prices decelerated over the past year; the July reading on the twelve-month change stood at 1.9 percent, almost 1/2 percentage point less than it was a year earlier.  ",13,Governor Frederic S. Mishkin,9/10/2007,Outlook and Risks for the U.S. Economy
"In my view, inflation expectations have been a key element in the recent performance of core inflation.  By a range of measures, inflation expectations appear to have remained contained even as headline inflation moved temporarily higher.  According to the Reuters/University of Michigan Survey of Consumers, the median expectation of inflation five to ten years ahead has been essentially flat since the beginning of last year.  In addition, measures of long-run inflation compensation derived from spreads between yields on nominal and inflation-indexed Treasury securities have not pushed above the range that has prevailed in the past couple of years.",14,Governor Frederic S. Mishkin,9/10/2007,Outlook and Risks for the U.S. Economy
"As I discussed in a speech earlier this year, I read the evidence as suggesting that householdsâ long-run inflation expectations are consistent with PCE price inflation in the neighborhood of 2 percent.  To be sure, this figure is sensitive to the assumptions used to tease such estimates from the available data, so I do not want to overstate its precision.  Still, the professional forecasters surveyed by the Philadelphia Fed also project PCE inflation to be close to 2 percent over the next five to ten years.  ",15,Governor Frederic S. Mishkin,9/10/2007,Outlook and Risks for the U.S. Economy
"As I look at the incoming inflation data, I would judge them to be consistent with expectations in this range; moreover, I believe that having expectations reasonably well anchored in this range has been a helpful influence on the path of actual inflation.  However, let me be clear: I do not subscribe to a deus ex machina view of the inflation process, in which inflation is driven solely by inflation expectations and is little influenced by the balance of aggregate demand and aggregate supply.  Indeed, I take the view that expectations of future resource utilization are also an important factor affecting inflation outcomes.",16,Governor Frederic S. Mishkin,9/10/2007,Outlook and Risks for the U.S. Economy
"If households and businesses believe that the Federal Reserve will set monetary policy in a way that keeps aggregate demand in reasonable alignment with aggregate supply over time, then expectations of future resource utilization will be stable, and current resource utilization will provide less information about future inflation movements.  In that situation, which I believe describes the current environment, inflation expectations will be a key driver of inflation dynamics. ",17,Governor Frederic S. Mishkin,9/10/2007,Outlook and Risks for the U.S. Economy
"The stable inflation expectations we have seen lately derive from confidence that monetary policy will keep inflation under control.  If monetary policy allowed aggregate demand to get out of sync with supply and if the Fed was not expected to bring demand back into balance with supply, then inflation expectations would be much less likely to remain stable.  This is why I believe that the Federal Reserve must remain vigilant on inflation but give appropriate attention to keeping demand from falling below supply as well.  ",18,Governor Frederic S. Mishkin,9/10/2007,Outlook and Risks for the U.S. Economy
"What does this all mean for the inflation outlook?  At present, labor and product markets appear to be in reasonable balance.  And I would expect the pressures on inflation that we have experienced from food and energy prices to abate.  Accordingly, with inflation expectations remaining stable around their current level, I see inflation as remaining in alignment with long-run expectations at around a 2 percent pace for the PCE deflator.  In addition, I believe that the risks to the inflation outlook have become more balanced, given the greater downside risks to real growth. ",19,Governor Frederic S. Mishkin,9/10/2007,Outlook and Risks for the U.S. Economy
"Let me shift gears and discuss developments in financial markets.  As you know, the recent turmoil had its beginnings in the subprime mortgage market.  The development of the subprime market in the 1990s was an important financial innovation that enabled borrowers with higher credit risk to obtain mortgages that previously were unavailable to them.  This expansion appears likely to have been a significant factor in raising the rate of homeownership from 64 percent, the level in 1994, to about 68 percent currently.  In addition, subprime and other nonprime lending played an important role in the high volume of home sales in the mid-2000s.  Indeed, data collected under the Home Mortgage Disclosure Act indicate that about 25 percent of the loans used to purchase single-family, owner-occupied homes in 2005 were high-priced loans, including primarily subprime and some near-prime mortgages.",20,Governor Frederic S. Mishkin,9/10/2007,Outlook and Risks for the U.S. Economy
" However, as has been the case in previous instances of rapid financial innovations, adequate mechanisms to control excessive risk-taking may not have been in place during the subprime marketâs greatest growth.  One innovation, further development of securitized products, gave mortgage lenders greater access to the capital markets and spread risks more broadly.  However, securitization also widened the separation of the originators from the ultimate holders of the loans--that is, those who bought securities backed by loans.  In this setup, a classic principal-agent problem can arise if originators (the agents) do not have a sufficient incentive to shield the owners of the securities (the principals) from suffering higher-than-expected losses.  ",21,Governor Frederic S. Mishkin,9/10/2007,Outlook and Risks for the U.S. Economy
"Against a backdrop of continued strong investor demand for high-yielding securities, some lenders began loosening underwriting standards for subprime mortgages in late 2005.  Loans to subprime borrowers were approved with high loan-to-value ratios and incomplete income documentation.  Had house prices kept appreciating, loan-to-value ratios would have fallen and some borrowers would have been able to refinance, perhaps into a prime loan with a lower interest rate.  But, instead, as the housing market softened and interest rates rose, delinquencies in the adjustable-rate subprime market began to soar and reached nearly 15 percent in July.  Among other types of nonprime mortgages, delinquencies on fixed-rate subprime mortgages have been fairly steady at less than 6 percent; rates on mortgages in alt-A pools have increased to nearly 3 percent, up notably from the 1 percent rate of only a year ago. ",22,Governor Frederic S. Mishkin,9/10/2007,Outlook and Risks for the U.S. Economy
"The rise in delinquencies in the subprime market has led to the collapse of some large subprime lenders and inflicted substantial losses on holders of subprime residential mortgage-backed securities (RMBS) and of some collateralized debt obligations (CDOs).  As a result, underwriting standards have been tightened, and fewer households are qualifying for subprime loans.  In addition, some borrowers apart from the subprime segment are reportedly finding it more difficult to qualify for loans or are having to pay more for them.  These developments have contributed materially to the drop in demand for housing this year.  Without a doubt, they also have caused significant hardship for many individuals and families.",23,Governor Frederic S. Mishkin,9/10/2007,Outlook and Risks for the U.S. Economy
"Recently, we have watched the deterioration in financial conditions extend beyond the subprime market.  Investors appear to have reassessed their outlook and their tolerance for risk, especially for structured financial products and for securities of highly leveraged firms.  Bond spreads--especially those for speculative-grade debt--widened substantially in June and July, and the volatility of equity prices increased as well.  In mid-August, following several events that led investors to believe that credit risks might be larger and more pervasive than previously thought, the functioning of financial markets, including short-term and interbank funding markets, became increasingly impaired.  Notably, many asset-backed commercial paper programs found rolling over their paper increasingly difficult.  To help restore orderly conditions, the Federal Reserve in recent weeks has increased the provision of reserves, cut the discount rate, and changed its usual discount-window lending practices in order to facilitate term borrowing, together with other measures.  ",24,Governor Frederic S. Mishkin,9/10/2007,Outlook and Risks for the U.S. Economy
