text,index,speaker,date,title
"
       Private-sector risk management also failed to keep up with financial innovation in many cases. An important example is the extension of the traditional originate-to-distribute business model to encompass increasingly complex securitized credit products, with wholesale market funding playing a key role. In general, the originate-to-distribute model breaks down the process of credit extension into components or stages--from origination to financing and to the postfinancing monitoring of the borrower's ability to repay--in a manner reminiscent of how manufacturers distribute the stages of production across firms and locations. This general approach has been used in various forms for many years and can produce significant benefits, including lower credit costs and increased access of consumers and small and medium-sized businesses to capital markets. However, the expanded use of this model to finance subprime mortgages through securitization was mismanaged at several points, including the initial underwriting, which deteriorated markedly, in part because of incentive schemes that effectively rewarded originators for the quantity rather than the quality of the mortgages extended. Loans were then packaged into securities that proved complex, opaque, and unwieldy; for example, when defaults became widespread, the legal agreements underlying the securitizations made reasonable modifications of troubled mortgages difficult. Rating agencies' ratings of asset-backed securities were revealed to be subject to conflicts of interest and faulty models. At the end of the chain were investors who often relied mainly on ratings and did not make distinctions among AAA-rated securities. Even if the ultimate investors wanted to do their own credit analysis, the information needed to do so was often difficult or impossible to obtain.
    ",10,Chairman Ben S. Bernanke,4/13/2012,Some Reflections on the Crisis and the Policy Response
"
       Dependence on short-term funding, high leverage, and inadequate risk management were critical vulnerabilities of the private sector prior to the crisis. Derivative transactions further increased risk concentrations and the vulnerability of the system, notably by shifting the location and apparent nature of exposures in ways that were not transparent to many market participants. But even as private-sector activities increased systemic risk, the public sector also failed to appreciate or sufficiently respond to the building vulnerabilities in the financial system--both because the statutory framework of financial regulation was not well suited to addressing some key vulnerabilities and because some of the authorities that did exist were not used effectively.
    ",11,Chairman Ben S. Bernanke,4/13/2012,Some Reflections on the Crisis and the Policy Response
"
       In retrospect, it is clear that the statutory framework of financial regulation in place before the crisis contained serious gaps. Critically, shadow banking activities were, for the most part, not subject to consistent and effective regulatory oversight. Much shadow banking lacked meaningful prudential regulation, including various special purpose vehicles, ABCP conduits, and many nonbank mortgage-origination companies. No regulatory body restricted the leverage and liquidity policies of these entities, and few if any regulatory standards were imposed on the quality of their risk management or the prudence of their risk-taking. Market discipline, imposed by creditors and counterparties, helped on some dimensions but did not effectively limit the systemic risks these entities posed.
    ",12,Chairman Ben S. Bernanke,4/13/2012,Some Reflections on the Crisis and the Policy Response
"
       Other shadow banking activities were potentially subject to some prudential oversight, but weaknesses in the statutory and regulatory framework meant that in practice they were inadequately regulated and supervised. For example, the Securities and Exchange Commission supervised the largest broker-dealer holding companies but only through an opt-in arrangement that lacked the force of a statutory regulatory regime. Large broker-dealer holding companies faced serious losses and funding problems during the crisis, and the instability of such firms as Bear Stearns and Lehman Brothers severely damaged the financial system. Similarly, the insurance operations of American International Group, Inc. (AIG), were supervised and regulated by various state and international insurance regulators, and the Office of Thrift Supervision had authority to supervise AIG as a thrift holding company. However, oversight of AIG Financial Products, which housed the derivatives activities that imposed major losses on the firm, was extremely limited in practice.
    ",13,Chairman Ben S. Bernanke,4/13/2012,Some Reflections on the Crisis and the Policy Response
"
       The gaps in statutory authority had the additional effect of limiting the information available to regulators and, consequently, may have made it more difficult to recognize the underlying vulnerabilities and complex linkages in the overall financial system. Shadow banking institutions that were unregulated or lightly regulated were typically not required to report data that would have adequately revealed their risk positions or practices. Moreover, the lack of preexisting reporting and supervisory relationships hindered systematic gathering of information that might have helped policymakers in the early days of the crisis.
    ",14,Chairman Ben S. Bernanke,4/13/2012,Some Reflections on the Crisis and the Policy Response
"
       A broader failing was that regulatory agencies and supervisory practices were focused on the safety and soundness of individual financial institutions or markets--what we now refer to as microprudential supervision. In the United States and most other advanced economies, no governmental entity had either a mandate or sufficient authorityâânow often called macroprudential authority--to take actions to limit systemic risks that could result from the collective behavior of financial institutions and markets.
    ",15,Chairman Ben S. Bernanke,4/13/2012,Some Reflections on the Crisis and the Policy Response
"
       Gaps in the statutory framework were an important reason for the buildup of risk in certain parts of the system and for the inadequate response of the public sector to that buildup. But even when the relevant statutory authorities did exist, they were not always used forcefully or effectively enough by regulators and supervisors, including the Federal Reserve. Notably, bank regulators did not do enough to force large financial institutions to strengthen their internal risk-management systems or to curtail risky practices. The Federal Reserve's Supervisory Capital Assessment Program, undertaken in the spring of 2009 and popularly known as the ""stress tests,"" played a critical role in restoring confidence in the U.S. banking system, but it also demonstrated that many institutions' information systems could not provide timely, accurate information about bank exposures to counterparties or complete information about the aggregate risks posed by different positions and portfolios. Regulators had recognized these problems in some cases but did not press firms vigorously enough to fix them.
    ",16,Chairman Ben S. Bernanke,4/13/2012,Some Reflections on the Crisis and the Policy Response
"
       Even without a macroprudential mandate, regulators could also have done more to try to mitigate risks to the broader financial system. In retrospect, stronger bank capital standards--notably those relating to the quality of capital and the amount of capital required for banks' trading book assets--and more attention to the liquidity risks faced by the largest, most interconnected firms would have made the financial system as a whole more resilient.
    ",17,Chairman Ben S. Bernanke,4/13/2012,Some Reflections on the Crisis and the Policy Response
"
The Crisis as a Classic Financial Panic
       Having laid out some of the triggers and vulnerabilities that set the stage for the crisis, I can briefly sketch the evolution of the crisis itself. As I have noted, developments in housing and mortgage markets played an important role as triggers. Beginning in 2007, declining house prices and rising rates of foreclosure raised serious concerns about the values of mortgage-related assets and considerable uncertainty about where those losses would fall. The economy officially fell into recession in December 2007, following several months of financial stress. However, the most severe economic consequences followed the extreme market movements in the fall of 2008.
    ",18,Chairman Ben S. Bernanke,4/13/2012,Some Reflections on the Crisis and the Policy Response
"
       To a significant extent, the crisis is best understood as a classic financial panic--differing in details but fundamentally similar to the panics described by Bagehot and many others. The most familiar type of panic that has occurred historically, involving runs on banks by retail depositors, had been made largely obsolete by deposit insurance, central bank backstop liquidity facilities, and the associated government supervision of banks. But a panic is possible in any situation in which longer-term, illiquid assets are financed by short-term, liquid liabilities and in which providers of short-term funding either lose confidence in the borrower or become worried that other short-term lenders may lose confidence. The combination of dependence on wholesale, short-term financing; excessive leverage; generally poor risk management; and the gaps and weaknesses in regulatory oversight created an environment in which a powerful, self-reinforcing panic could begin. 
",19,Chairman Ben S. Bernanke,4/13/2012,Some Reflections on the Crisis and the Policy Response
"
       Indeed, panic-like phenomena arose in multiple contexts and in multiple ways during the crisis. The repo market, a major source of short-term credit for many financial institutions, notably including the independent investment banks, was an important example. In repo agreements, loans are collateralized by financial assets, and the maximum amount of the loan is the current assessed value of the collateral less a safety margin, or haircut. The secured nature of repo agreements gave firms and regulators confidence that runs were unlikely. But this confidence was misplaced. Once the crisis began, repo lenders became increasingly concerned about the possibility that they would be forced to receive collateral instead of cash, collateral that would then have to be disposed of in falling and illiquid markets. In some contexts, lenders responded by imposing increasingly higher haircuts, cutting the effective amount of funding available to borrowers. In other contexts, lenders simply pulled away, as in a deposit run; in these cases, some borrowers lost access to repo entirely, and some securities became unfundable in the repo market. In either case, absent sufficient funding, borrowers were frequently left with no option but to sell assets into illiquid markets. These forced sales drove down asset prices, increased volatility, and weakened the financial positions of all holders of similar assets. Volatile asset prices and weaker borrower balance sheets in turn heightened the risks borne by repo lenders, further boosting the incentives to demand higher haircuts or withdraw funding entirely. This unstable dynamic was operating in full force around the time of the near failure of Bear Stearns in March 2008, and again during the worsening of the crisis in mid-September of that year. 
",20,Chairman Ben S. Bernanke,4/13/2012,Some Reflections on the Crisis and the Policy Response
"
       Classic panic-type phenomena occurred in other contexts as well. Early in the crisis, structured investment vehicles and many other asset-backed programs were unable to roll over their commercial paper as investors pulled back, and the programs were forced to draw on liquidity lines from banks or to sell assets. The resulting pressure on the bank liquidity providers, evident especially in the market for dollar-denominated loans in short-term funding markets, impeded the functioning of the financial system throughout the crisis. Following the Lehman collapse and the ""breaking of the buck"" by a money market mutual fund that held commercial paper issued by Lehman, both money market mutual funds and the commercial paper market were also subject to runs. More generally, during the crisis, runs of short-term uninsured creditors created severe funding problems for a number of financial firms, including several large broker-dealers and also some bank holding companies. In some cases, withdrawals of funds by creditors were augmented by ""runs"" in other guises--for example, by prime brokerage customers of investment banks concerned about the safety of cash and securities held at those firms or by derivatives counterparties demanding additional margin. Overall, the emergence of run-like phenomena in a variety of contexts helps explain the remarkably sharp and sudden intensification of the financial crisis, its rapid global spread, and the fact that standard market indicators largely failed to forecast the abrupt deterioration in financial conditions.
    ",21,Chairman Ben S. Bernanke,4/13/2012,Some Reflections on the Crisis and the Policy Response
"
       The multiple instances of run-like behavior during the crisis, together with the associated sharp increases in liquidity premiums and dysfunction in many markets, motivated much of the Federal Reserve's policy response. Bagehot advised central banks--the only institutions that have the power to increase the aggregate liquidity in the system--to respond to panics by lending freely against sound collateral. Following that advice, from the beginning of the crisis, the Fed, like other major central banks, provided large amounts of short-term liquidity to financial institutions, including primary dealers as well as banks, on a broad range of collateral. Reflecting the contemporary institutional environment, it also provided backstop liquidity support for components of the shadow banking system, including money market mutual funds, the commercial paper market, and the asset-backed securities markets. To be sure, the provision of liquidity alone can by no means solve the problems of credit risk and credit losses, but it can reduce liquidity premiums, help restore the confidence of investors, and thus promote stability. It can also reduce panic-driven credit problems in cases in which such problems result from price declines during liquidity-driven fire sales of assets.
    ",22,Chairman Ben S. Bernanke,4/13/2012,Some Reflections on the Crisis and the Policy Response
"
       The pricing of the liquidity facilities was an important part of the Federal Reserve's strategy. Rates could not be too high; to have a positive effect, and to minimize the stigma of borrowing, the facilities had to be attractive relative to rates available (or nominally available) in illiquid, dysfunctional markets. At the same time, pricing had to be sufficiently unattractive that borrowers would voluntarily withdraw from these facilities as market conditions normalized. This desired outcome in fact occurred: By early 2010, emergency lending had been drastically reduced, along with the demand for such lending.
    ",23,Chairman Ben S. Bernanke,4/13/2012,Some Reflections on the Crisis and the Policy Response
"
       The Federal Reserve's responses to the failure or near failure of a number of systemically critical firms reflected the best of bad options, given the absence of a legal framework for winding down such firms in an orderly way in the midst of a crisis--a framework that we now have. However, those actions were, again, consistent with the Bagehot approach of lending against collateral to illiquid but solvent firms. The acquisition of Bear Stearns by JPMorgan Chase was facilitated by a Federal Reserve loan against a designated set of assets, and the provision of liquidity to AIG was collateralized by the assets of the largest insurance company in the United States. In both cases the Federal Reserve determined that the loans were adequately secured, and in both cases the Federal Reserve has either been repaid with interest or holds assets whose assessed values comfortably cover remaining loans.
    ",24,Chairman Ben S. Bernanke,4/13/2012,Some Reflections on the Crisis and the Policy Response
"
       To say that the crisis was purely a liquidity-based panic would be to overstate the case. Certainly, an important part of the resolution of the crisis involved assuring markets and counterparties of the solvency of key financial institutions, and that assurance was provided in significant part by the injection of capital, including public capital, and the issuance of guarantees--measures not available to the Federal Reserve. In these respects, the Treasury-managed Troubled Asset Relief Program and the FDIC's Temporary Liquidity Guarantee Program played critical roles. As I have noted, the Federal Reserve did help restore confidence in the solvency of the banking system by leading the stress tests of the 19 largest U.S. bank holding companies in the spring of 2009. These stress tests, which were both rigorous and transparent, helped make it possible for the tested banks to raise $120 billion in private capital in the ensuing months.
    ",25,Chairman Ben S. Bernanke,4/13/2012,Some Reflections on the Crisis and the Policy Response
"
       The response to the panic also involved an extraordinary amount of international consultation and coordination. Following a key meeting of the Group of Seven finance ministers and central bank governors in Washington on October 10, 2008, the governments of other industrial countries took strong measures to stabilize key financial institutions and markets. Central banks collaborated closely throughout the crisis; in particular, the Federal Reserve undertook swap agreements with 14 other central banks to help ensure adequate dollar liquidity in global markets and thus keep credit flowing to U.S. households and businesses.
    ",26,Chairman Ben S. Bernanke,4/13/2012,Some Reflections on the Crisis and the Policy Response
"
Conclusion
 The financial crisis of 2007-09 was difficult to anticipate for two reasons: First, financial panics, being to a significant extent self-fulfilling crises of confidence, are inherently difficult to foresee. Second, although the crisis bore some resemblance at a conceptual level to the panics known to Bagehot, it occurred in a rather different institutional context and was propagated and amplified by a number of vulnerabilities that had developed outside the traditional banking sector. Once identified, however, the panic could be addressed to a significant extent using classic tools, including backstop liquidity provision by central banks, both here and abroad.
    ",27,Chairman Ben S. Bernanke,4/13/2012,Some Reflections on the Crisis and the Policy Response
"
       To avoid or at least mitigate future panics, the vulnerabilities that underlay the recent crisis must be fully addressed. As you know, this process is well under way at both the national and international levels. I will have to leave to another time a discussion of the extensive changes in regulatory frameworks, as well as the changes in the Federal Reserve's own organization and practices, that have been or are being put in place. Instead, I will close by noting that the events of the past few years have forcibly reminded us of the damage that severe financial crises can cause. Going forward, for the Federal Reserve as well as other central banks, the promotion of financial stability must be on an equal footing with the management of monetary policy as the most critical policy priorities.
    ",28,Chairman Ben S. Bernanke,4/13/2012,Some Reflections on the Crisis and the Policy Response
"
       As everyone present today knows, the process of post-crisis financial regulatory reform has been elaborate and extended. Numerous rulemakings, most involving multiple agencies and many quite complex, are required to implement the provisions of the Dodd-Frank Wall Street Reform and Consumer Protection Act, as well as various international frameworks developed under the auspices of the Basel Committee on Banking Supervision. It is thus natural, and appropriate, that those of us involved in this process, both inside and outside government, have been focused on the details of one or another of these regulations. However, this necessary attention to details also places us at risk of losing sight of the broader reform picture. So this morning I would like to do some stocktaking: to review briefly the vulnerabilities in the financial system that contributed to the crisis and compel regulatory response, to outline some key reforms adopted to date, and to identify important tasks that remain.
    ",0,Governor Daniel K. Tarullo,5/2/2012,Regulatory Reform since the Financial Crisis
"
The Origins of the Crisis
 This is certainly not the occasion for an extended discussion of the origins of the crisis. But, in assessing the progress of reform, it is important to recall the basic problems we should be addressing. The New Deal reforms, engrafted onto preexisting restrictions in the National Bank Act and state banking laws, largely confined commercial banks to traditional lending activities within a circumscribed geographic area, while protecting them from runs and panics through the provision of federal deposit insurance and Federal Reserve discount window access. At the same time, investment banks and broker-dealers were essentially prohibited from affiliation with traditional banks. This approach fostered a system that was, for the better part of 40 years, very stable and reasonably profitable, though not particularly innovative in meeting the needs of savers, on the one hand, and of households and businesses wishing to borrow funds, on the other.
    ",1,Governor Daniel K. Tarullo,5/2/2012,Regulatory Reform since the Financial Crisis
"
       Beginning in the 1970s, the separation of traditional lending and capital markets activities began to break down under the weight of macroeconomic turbulence, technological and business innovation, and competition. The dominant trend of the next 30 years was the progressive integration of these activities, fueling the expansion of what has become known as the shadow banking system, including the explosive growth of securitization and derivative instruments in the first decade of this century.
    ",2,Governor Daniel K. Tarullo,5/2/2012,Regulatory Reform since the Financial Crisis
"
       This trend entailed two major, and related, changes. First, it diminished the importance of deposits as a source of funding for credit intermediation in favor of capital market instruments sold to institutional investors. Over time, these markets began to serve some of the same maturity transformation functions as the traditional banking systems, which in turn led to both an expansion and alteration of traditional money markets. Ultimately, there was a vast increase in the creation of so-called cash equivalent instruments, which were supposedly safe, short-term, and liquid. Second, this trend altered the structure of the industry, both transforming the activities of broker-dealers and fostering the emergence of large financial conglomerates.
    ",3,Governor Daniel K. Tarullo,5/2/2012,Regulatory Reform since the Financial Crisis
"
       Though motivated in part by regulatory arbitrage, these developments were driven by more than regulatory evasion: Such factors as the growth and deepening of capital markets and the rise of institutional investors as guardians of household savings accelerated the fracturing of the system established in 1933. Whatever the relative importance of these causal factors, however, one thing is clear: Neither the statutory framework for, nor supervisory oversight of, the financial system adapted to take account of the new risks posed by the broader trend. On the contrary, regulatory change for the 30 years preceding the crisis was largely a deregulatory program, designed at least in part to address the erosion of banks' franchise value caused by the rapid growth of credit intermediation through capital markets.
    ",4,Governor Daniel K. Tarullo,5/2/2012,Regulatory Reform since the Financial Crisis
"
       The consequences of this neglect were dramatic. When questions arose about the quality of the assets on which the shadow banking system was based--notably, those tied to poorly underwritten subprime mortgages--a classic adverse feedback loop ensued. With lenders increasingly unwilling to extend credit against these assets, liquidity-strained institutions found themselves forced to sell positions, which placed additional downward pressure on asset prices, thereby accelerating margin calls for leveraged actors and amplifying mark-to-market losses for all holders of the assets. The margin calls and booked losses would start another round in the adverse feedback loop.
    ",5,Governor Daniel K. Tarullo,5/2/2012,Regulatory Reform since the Financial Crisis
"
       Meanwhile, as demonstrated by the intervention of the government when Bear Stearns and AIG were failing, and by the repercussions of Lehman Brothers' failure, the universe of financial firms that appeared too-big-to-fail during periods of stress included more than insured depository institutions and extended beyond the perimeter of traditional safety and soundness regulation. The investments by the Treasury Department from the Troubled Asset Relief Program (TARP) and guarantees by the Federal Deposit Insurance Corporation (FDIC) from the Temporary Liquidity Guarantee Program to each of the nation's largest institutions in the fall of 2008 revealed the government's view that, under then-prevailing circumstances, a very real threat to the nation's entire financial system was best addressed by shoring up the nation's largest financial firms.
    ",6,Governor Daniel K. Tarullo,5/2/2012,Regulatory Reform since the Financial Crisis
"
The Regulatory Response
 This brief and highly stylized history is intended to recall that there were two major regulatory challenges revealed by the crisis. First was the problem of too-big-to-fail financial firms, both those that had been inadequately regulated within the perimeter of prudential rules and those like the large, free-standing investment banks that lay outside that perimeter. Second was the problem of credit intermediation partly or wholly outside the limits of the traditional banking system. This so-called shadow banking system involved not only sizeable commercial and investment banks, but also a host of smaller firms active across a range of markets and a global community of institutional investors.
    ",7,Governor Daniel K. Tarullo,5/2/2012,Regulatory Reform since the Financial Crisis
"
       To date, the post-crisis regulatory reform program has been substantially directed at the too-big-to-fail problem, and more generally at enhancing the resiliency of the largest financial firms. First, the Dodd-Frank Act established the Financial Stability Oversight Council (FSOC), which has the authority to bring within the perimeter of prudential regulation any non-bank financial firm whose failure could be the source of systemic problems. The FSOC has just issued a final rule that will guide the process of assessing and designating such firms. Of course, the formerly free-standing investment banks have already been either converted or absorbed into bank holding companies.
    ",8,Governor Daniel K. Tarullo,5/2/2012,Regulatory Reform since the Financial Crisis
"
       Second, the serious shortcomings of pre-crisis capital requirements for banking firms have been addressed through several complementary initiatives. While robust bank capital requirements alone cannot ensure the safety and soundness of our financial system, they are central to good financial regulation, precisely because they are available to absorb all kinds of potential losses, unanticipated as well as anticipated. With the encouragement and support of the U.S. bank regulatory agencies, the Basel Committee has strengthened the traditional, individual-firm approach to capital requirements: raising risk-weightings for traded assets, improving the quality of loss-absorbing capital through a new minimum common equity ratio standard, creating a capital conservation buffer, and introducing an international leverage ratio requirement. In addition, Dodd-Frank codified a requirement for stress testing of the sort already in use by the Federal Reserve, which makes capital requirements more forward-looking by estimating the impact of an adverse economic scenario on a firm's capital.
    ",9,Governor Daniel K. Tarullo,5/2/2012,Regulatory Reform since the Financial Crisis
"
       As has long been recognized, no single capital requirement can capture all credit and market risks, much less other risks to which a banking organization may be exposed. But, when implemented fully, the various capital measures should complement one another and, together, provide considerable reassurance to investors, counterparties, regulators, and the public that our banks are well-capitalized. The banking agencies have been working simultaneously on all the implementing regulations so that we can take into account the interrelationships among the various rules and, as we publish proposed and final regulations in the coming months, banks will have a complete picture of the capital requirements to which they will be subject.
    ",10,Governor Daniel K. Tarullo,5/2/2012,Regulatory Reform since the Financial Crisis
"
       A third reform, also related to capital, is directed specifically at the unusual systemic importance of certain institutions. The Basel Committee has released a framework for calibrating capital surcharges for banks of global systemic importance, an initiative consistent with the Federal Reserve's obligation under section 165 of Dodd-Frank to impose more stringent capital standards on systemically important firms. It is important to note that this requirement has a motivation different from that of traditional capital standards: The failure of a systemically important firm would have substantially greater negative consequences for the entire financial system than the failure of other, even quite large, firms. The surcharges, to be phased in beginning in 2016, will be graduated based on criteria weighted toward size and interconnectedness with the financial system as a whole. Thus, the more systemically important the institution, the greater the capital surcharge.
    ",11,Governor Daniel K. Tarullo,5/2/2012,Regulatory Reform since the Financial Crisis
"
       A fourth reform, intended to ensure that no firm is too big to fail, was the creation by Dodd-Frank of orderly liquidation authority. Under this authority, the FDIC can impose losses on a failed institution's shareholders and creditors and replace its management, while avoiding runs by short-term counterparties and preserving, to the degree feasible, the operations of sound, functioning parts of the firm. By granting this authority, the law gives the government a third alternative to the Hobson's choice of bailout or disorderly bankruptcy that authorities faced in 2008. Further, the credible possibility of losses should enhance market discipline by diminishing expectations among shareholders and long-term creditors that they effectively hold a put option because of a belief the government would bail out a large firm in order to preclude contagion from a disorderly failure.
    ",12,Governor Daniel K. Tarullo,5/2/2012,Regulatory Reform since the Financial Crisis
"
       The FDIC has already done considerable work in developing an approach to its potential exercise of orderly liquidation authority. Other home countries of globally significant financial firms are working toward enacting their own resolution regimes. But even with comparable regimes in place around the world, a number of significant cross-border issues will need to be addressed, such as the effect on certain contractual obligations of a firm in a host country when the home country places that firm into resolution. Moreover, for the resolution mechanism to be credible ex ante and effective ex post, the capital and liability structure of major firms must be able to absorb losses without either threatening short-term funding liabilities or necessitating injections of capital from the government.
    ",13,Governor Daniel K. Tarullo,5/2/2012,Regulatory Reform since the Financial Crisis
